agent,prompt_category,domain,loss,loss_function,mae,rmse,r2,ece_10bin,aic,bic,loocv_rmse,loocv_mae,loocv_r2,loocv_consistency,loocv_calibration,loocv_bias,loocv_n_folds,num_rows,model,params_tying,lr,optimizer,version,experiment,graph_type,temperature,included_domains,seed_used,restart_index,run_timestamp,init_pC1,fit_pC1,init_pC2,fit_pC2,init_w0,fit_w0,init_w1,fit_w1,init_w2,fit_w2,init_b,fit_b,init_m1,fit_m1,init_m2,fit_m2,rmse_task,r2_task
gpt-5-v_low-r_minimal,CoT,,0.0117873158305883,huber,0.0646048411726951,0.0804018303751945,0.9110683016251404,0.0178507894277572,-1203.9447942806669,-1193.5028775106407,0.0620843827260702,0.0503173593318823,0.95057390948325,0.0363680344305738,0.0272733063408822,0.0047174298402035,11,240,noisy_or,3,0.1,lbfgs,1,random_abstract,collider,0.0,abs_all_10;abs_alnum_10;abs_num_symb_10,3,3,2025-08-26T22:08:38.933215+00:00,0.5055516958236694,0.4428732395172119,0.5055516958236694,0.4428732395172119,,,,,,,0.5037974119186401,0.1924586445093155,0.5437019467353821,0.7764862179756165,0.5437019467353821,0.7764862179756165,,
gpt-5-v_low-r_minimal,numeric,,0.0245898757129907,huber,0.103692926466465,0.1444531679153442,0.8166459078995093,0.0327768594026565,-922.7039831367,-912.262066366674,0.105232744736036,0.0721745993377584,0.8950491345341423,0.0765817065304355,0.0325793672465916,0.0325793672465916,11,240,noisy_or,3,0.1,lbfgs,1,random_abstract,collider,0.0,abs_all_10;abs_alnum_10;abs_num_symb_10,3,3,2025-08-26T22:12:24.116784+00:00,0.5055516958236694,0.4595761299133301,0.5055516958236694,0.4595761299133301,,,,,,,0.5037974119186401,0.2466475665569305,0.5437019467353821,0.9094826579093932,0.5437019467353821,0.9094826579093932,,
gpt-5-v_low-r_minimal,numeric-conf,,0.0123941274359822,huber,0.078409656882286,0.104803092777729,0.8481240725940137,0.0288663581013679,-1076.7225716923074,-1066.2806549222814,0.0663170466302489,0.0561444522756518,0.940013802763048,0.0352952001329594,0.0275463230682142,0.0196856726299632,11,240,noisy_or,3,0.1,lbfgs,1,random_abstract,collider,0.0,abs_all_10;abs_alnum_10;abs_num_symb_10,1,1,2025-08-26T22:14:29.840865+00:00,0.4715025722980499,0.4349221587181091,0.4715025722980499,0.4349221587181091,,,,,,,0.494641900062561,0.2553081512451172,0.4953719675540924,0.757271945476532,0.4953719675540924,0.757271945476532,,
gpt-5-v_low-r_minimal,CoT,,0.0113783897832036,huber,0.0648291036486625,0.0780753567814827,0.9161404152962018,0.023293112963438,-1216.0387586741213,-1202.116202980753,0.0760572802732114,0.0600878228743871,0.9258223435755468,0.0466279253749737,0.0411540408026088,0.0242689874136087,11,240,noisy_or,4,0.1,lbfgs,1,random_abstract,collider,0.0,abs_all_10;abs_alnum_10;abs_num_symb_10,1,1,2025-08-26T22:16:58.134077+00:00,0.4715025722980499,0.4366426765918731,0.4715025722980499,0.4366426765918731,,,,,,,0.494641900062561,0.1724753230810165,0.4953719675540924,0.7306690216064453,0.5772022008895874,0.8279425501823425,,
gpt-5-v_low-r_minimal,numeric,,0.0239059086889028,huber,0.1041447445750236,0.1443203836679458,0.8169828305116726,0.0344514936208725,-921.1454012182572,-907.2228455248892,0.1088740367193318,0.0789876842137539,0.8876603984193072,0.0749299780736035,0.0415256027922485,0.0415256027922485,11,240,noisy_or,4,0.1,lbfgs,1,random_abstract,collider,0.0,abs_all_10;abs_alnum_10;abs_num_symb_10,1,1,2025-08-26T22:22:07.213742+00:00,0.4715025722980499,0.4596644043922424,0.4715025722980499,0.4596644043922424,,,,,,,0.494641900062561,0.2436469048261642,0.4953719675540924,0.9013181924819946,0.5772022008895874,0.9307335019111632,,
gpt-5-v_low-r_minimal,numeric-conf,,0.012124921195209,huber,0.0778819546103477,0.1047741696238517,0.8482078914687605,0.0274389445781707,-1074.855061965036,-1060.932506271668,0.0976585329113984,0.077159778006149,0.869916753073799,0.0598628240934929,0.0439430799448129,0.0385056834329258,11,240,noisy_or,4,0.1,lbfgs,1,random_abstract,collider,0.0,abs_all_10;abs_alnum_10;abs_num_symb_10,1,1,2025-08-26T22:24:58.733928+00:00,0.4715025722980499,0.4356306195259094,0.4715025722980499,0.4356306195259094,,,,,,,0.494641900062561,0.2581048309803009,0.4953719675540924,0.7629629373550415,0.5772022008895874,0.7495420575141907,,
gpt-5-v_low-r_minimal,CoT,,0.0113596217706799,huber,0.0526883527636528,0.0722046643495559,0.9282775291225134,0.0073515236377716,-1251.560284180261,-1234.1570895635512,0.0739935542374951,0.0587028963999315,0.929793179876414,0.0450446003751398,0.0316667515220064,0.0316667515220064,11,240,noisy_or,5,0.1,lbfgs,1,random_abstract,collider,0.0,abs_all_10;abs_alnum_10;abs_num_symb_10,1,1,2025-08-26T22:28:14.708260+00:00,0.4715025722980499,0.453517198562622,0.5583577156066895,0.9119510054588318,,,,,,,0.494641900062561,0.1680000275373459,0.4953719675540924,0.7578533291816711,0.5772022008895874,0.8157357573509216,,
gpt-5-v_low-r_minimal,numeric,,0.023887138813734,huber,0.0897652581334114,0.1409743726253509,0.8253707877079235,0.0203415900468826,-930.4050087937328,-913.0018141770228,0.1033685378295416,0.0721165748933951,0.8987346251959669,0.0740557508817695,0.0381298310151605,0.0381298310151605,11,240,noisy_or,5,0.1,lbfgs,1,random_abstract,collider,0.0,abs_all_10;abs_alnum_10;abs_num_symb_10,1,1,2025-08-26T22:34:52.929411+00:00,0.4715025722980499,0.4765160679817199,0.5583577156066895,0.9524478316307068,,,,,,,0.494641900062561,0.2331794947385788,0.4953719675540924,0.9124093651771544,0.5772022008895874,0.916185200214386,,
gpt-5-v_low-r_minimal,numeric-conf,,0.0121110742911696,huber,0.0701761394739151,0.1020271033048629,0.8560631980579296,0.0158649966120719,-1085.6080739195038,-1068.204879302794,0.0967469817980194,0.0788376636577374,0.8723338306164903,0.0560767445204852,0.0440387135202234,0.0440387135202234,11,240,noisy_or,5,0.1,lbfgs,1,random_abstract,collider,0.0,abs_all_10;abs_alnum_10;abs_num_symb_10,1,1,2025-08-26T22:38:58.435209+00:00,0.4715025722980499,0.4490935802459717,0.5583577156066895,0.8891797661781311,,,,,,,0.494641900062561,0.2523994147777557,0.4953719675540924,0.781628429889679,0.5772022008895874,0.740155041217804,,
gpt-5-v_low-r_minimal,numeric,,0.0245898757129907,huber,0.103692926466465,0.1444531679153442,0.8166459078995093,0.0327768594026565,-922.7039831367,-912.262066366674,0.1052469254857574,0.0721804812324769,0.8950208470987541,0.0765956490490982,0.0325893632164506,0.0325893632164507,11,240,noisy_or,3,0.1,lbfgs,1,random_abstract,collider,0.0,abs_all_10;abs_alnum_10;abs_num_symb_10,3,3,2025-08-31T13:42:02.335414+00:00,0.5055516958236694,0.4595761299133301,0.5055516958236694,0.4595761299133301,,,,,,,0.5037974119186401,0.2466475665569305,0.5437019467353821,0.9094826579093932,0.5437019467353821,0.9094826579093932,0.0556117249585014,0.9706899226456204
