agent,prompt_category,domain,loss,loss_function,mae,rmse,r2,rmse_task,r2_task,ece_10bin,aic,bic,loocv_rmse,loocv_mae,loocv_r2,loocv_consistency,loocv_calibration,loocv_bias,loocv_n_folds,num_rows,model,params_tying,lr,optimizer,version,experiment,graph_type,temperature,included_domains,seed_used,restart_index,run_timestamp,init_pC1,fit_pC1,init_pC2,fit_pC2,init_w0,fit_w0,init_w1,fit_w1,init_w2,fit_w2,init_b,fit_b,init_m1,fit_m1,init_m2,fit_m2
human-21,single_numeric_response,,0.0041233864612877,huber,3.5688281059265137e-06,3.6194949188939063e-06,0.9999999996857132,3.619494814594892e-06,0.9999999996857132,3.5688281059265137e-06,-44.11670438337787,-48.03726284169804,0.1347014990862965,0.1342678676048914,0.5647135168216977,0.010799703001976,0.010799703001976,-0.010799703001976,2,2,noisy_or,3,0.1,lbfgs,1,abstract_overloaded_lorem_de,collider,0.0,economy,1,1,2025-08-31T13:38:25.390173+00:00,0.4715025722980499,0.4146051406860351,0.4715025722980499,0.4146051406860351,,,,,,,0.494641900062561,0.3950756788253784,0.4953719675540924,0.6830291748046875,0.4953719675540924,0.6830291748046875
human-21,single_numeric_response,,0.004123386461287737,huber,3.5688281059265137e-06,3.6194949188939063e-06,0.9999999996857131,3.619494814594892e-06,0.9999999996857131,3.5688281059265137e-06,-42.11670438337787,-47.34411566113809,0.13470149908629656,0.13426786760489146,0.5647135168216977,0.01079970300197601,0.010799703001976024,-0.01079970300197601,2,2,noisy_or,4,0.1,lbfgs,1,abstract_overloaded_lorem_de,collider,0.0,economy,1,1,2025-08-31T13:53:48.705884+00:00,0.4715025722980499,0.41460514068603516,0.4715025722980499,0.41460514068603516,,,,,,,0.49464190006256104,0.3950757086277008,0.4953719675540924,0.6830291748046875,0.5772022008895874,0.5772022008895874
