spec_hash,short_spec_hash,friendly_name,link,params_tying,optimizer,lr,epochs,restarts,loss,primary_metric,selection_rule,cv_enabled,timestamp_first_seen
cf881ad3026d23e0d35580f7675604332a560b430576c5eefa25f0e22a6fb927,cf881ad3026d,noisy_or-p3-lbfgs-lr0.1-e300-r5-huber-cv,noisy_or,3,lbfgs,0.1,300,5,huber,aic,best_loss,True,2025-08-30T21:08:11.131531+00:00
f049f0faab608a33672f0947d99a5f381f519f5ac14c799eb9fa6c8e63141309,f049f0faab60,noisy_or-p4-lbfgs-lr0.1-e300-r5-huber-cv,noisy_or,4,lbfgs,0.1,300,5,huber,aic,best_loss,True,2025-08-30T21:25:00.191901+00:00
