agent,prompt_category,domain,loss,loss_function,mae,rmse,r2,ece_10bin,aic,bic,loocv_rmse,loocv_mae,loocv_r2,loocv_consistency,loocv_calibration,loocv_bias,loocv_n_folds,num_rows,model,params_tying,lr,optimizer,version,experiment,graph_type,temperature,included_domains,seed_used,restart_index,run_timestamp,init_pC1,fit_pC1,init_pC2,fit_pC2,init_w0,fit_w0,init_w1,fit_w1,init_w2,fit_w2,init_b,fit_b,init_m1,fit_m1,init_m2,fit_m2
gpt-5-mini-v_low-r_minimal,CoT,,0.0243589915335178,huber,0.096236951649189,0.1152663454413414,0.803052178820197,0.0614991271749455,-1009.4395890184855,-999.0608324760532,0.1124252593606635,0.0924534555752415,0.8225667294127549,0.0639671595000849,0.0732043439806657,-0.0029802086973978,11,235,logistic,3,0.005,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,3,3,2025-08-25T20:32:49.391124+00:00,0.5055516958236694,0.3828872442245483,0.5055516958236694,0.3828872442245483,0.0455659590661525,-1.570141077041626,0.5204474329948425,2.6586954593658447,0.5204474329948425,2.6586954593658447,,,,,,
gpt-5-mini-v_low-r_minimal,numeric,,0.0147083010524511,huber,0.1204157695174217,0.1523720771074295,0.480140929683567,0.0332271739840507,-897.086369843912,-886.6444530738861,0.1601131899215113,0.1057529731049682,0.3497697242020913,0.1202187267704239,0.0647977292718309,0.0108868703878287,11,240,logistic,3,0.005,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,3,3,2025-08-25T20:39:18.599414+00:00,0.5055516958236694,0.4748451113700866,0.5055516958236694,0.4748451113700866,0.0455659590661525,-0.6584925651550293,0.5204474329948425,1.1362265348434448,0.5204474329948425,1.1362265348434448,,,,,,
gpt-5-mini-v_low-r_minimal,numeric-conf,,0.0202789139002561,huber,0.1054293289780616,0.1300891041755676,0.712512480544661,0.0389577783644199,-972.9771070940228,-962.535190323997,0.0959617577386829,0.083131951545224,0.826823125207044,0.0479347220768013,0.0287994788812868,-0.0131651872396469,11,240,logistic,3,0.005,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,3,3,2025-08-25T20:45:33.897688+00:00,0.5055516958236694,0.4016430675983429,0.5055516958236694,0.4016430675983429,0.0455659590661525,-1.1803237199783323,0.5204474329948425,1.8956912755966189,0.5204474329948425,1.8956912755966189,,,,,,
gpt-5-mini-v_low-r_minimal,CoT,,0.0287530459463596,huber,0.0931765437126159,0.1113355010747909,0.8162558909936307,0.0629323968227873,-1023.7473549858198,-1009.9090129292432,0.1078243238331842,0.0941092445021983,0.8367922610020243,0.0526263708544379,0.0637698251530323,0.0074014983775694,11,235,logistic,4,0.005,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,1,1,2025-08-25T20:51:31.522609+00:00,0.4715025722980499,0.3764862716197967,0.4715025722980499,0.3764862716197967,-0.0642904788255691,-1.77044677734375,-0.0555315837264061,2.2787303924560547,0.9048545360565186,2.9999923706054688,,,,,,
gpt-5-mini-v_low-r_minimal,numeric,,0.0167650617659091,huber,0.1002101451158523,0.1382768750190735,0.5718715672668446,0.0086286429315805,-941.6786568456372,-927.7561011522694,0.1376323803455608,0.0850131086147192,0.5195433496522259,0.1082379022489214,0.0674981933651548,0.0326456556898174,11,240,logistic,4,0.005,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,1,1,2025-08-25T20:59:31.006494+00:00,0.4715025722980499,0.4562499523162842,0.4715025722980499,0.4562499523162842,-0.0642904788255691,-1.6779186725616455,-0.0555315837264061,0.7344229221343994,0.9048545360565186,2.604258298873902,,,,,,
gpt-5-mini-v_low-r_minimal,numeric-conf,,0.024189718067646,huber,0.1019031330943107,0.1227459460496902,0.7440521526277373,0.0204965882003307,-998.8664861775904,-984.9439304842224,0.056039792676294,0.0489604463179906,0.9409409374578624,0.027264135041207,0.0391253251921046,-0.0117686585404656,11,240,logistic,4,0.005,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,1,1,2025-08-25T21:06:55.335728+00:00,0.4715025722980499,0.3871460556983948,0.4715025722980499,0.3871460556983948,-0.0642904788255691,-1.766882300376892,-0.0555315837264061,1.6303424835205078,0.9048545360565186,2.765036106109619,,,,,,
gpt-5-mini-v_low-r_minimal,CoT,,0.0287596322596073,huber,0.0916298627853393,0.1104944571852684,0.8190214539456235,0.0572352557740312,-1025.311267130756,-1008.0133395600352,0.1141142691773322,0.0953973849047971,0.8171953797155926,0.0626211256941507,0.0455743027119269,0.0074148460927088,11,235,logistic,5,0.005,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,1,1,2025-08-25T21:14:27.461547+00:00,0.4715025722980499,0.3846442401409149,0.5583577156066895,0.5720086693763733,-0.0642904788255691,-1.785191535949707,-0.0555315837264061,2.3175649642944336,0.9048545360565186,2.999990224838257,,,,,,
gpt-5-mini-v_low-r_minimal,numeric,,0.0167666785418987,huber,0.095204971730709,0.1371517032384872,0.5788107041572806,0.0220867734402418,-943.6004633870264,-926.1972687703164,0.1328714516656642,0.0888267411246444,0.5522080038192341,0.0988161562140338,0.07105139150764,0.038038312774716,11,240,logistic,5,0.005,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,1,1,2025-08-25T21:23:52.752994+00:00,0.4715025722980499,0.4661959111690521,0.5583577156066895,0.9964434504508972,-0.0642904788255691,-2.010026454925537,-0.0555315837264061,0.6453604698181152,0.9048545360565186,2.995450496673584,,,,,,
gpt-5-mini-v_low-r_minimal,numeric-conf,,0.0241937972605228,huber,0.1020950749516487,0.1227282211184501,0.744126085784603,0.019743600487709,-996.9358226501788,-979.532628033469,0.0643084545909061,0.0576094338388154,0.9222268560689456,0.0285784965427117,0.0287545144919192,-0.0181397732821377,11,240,logistic,5,0.005,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,1,1,2025-08-25T21:32:44.220620+00:00,0.4715025722980499,0.3856223821640014,0.5583577156066895,0.3502874374389648,-0.0642904788255691,-1.7729127407073977,-0.0555315837264061,1.625177979469299,0.9048545360565186,2.774984359741211,,,,,,
gpt-5-mini-v_low-r_minimal,CoT,,0.0147716868668794,huber,0.0806051045656204,0.1030672565102577,0.8425337244590765,0.0467722172432757,-1062.015554986763,-1051.6367984443305,0.0851384342649997,0.0647120965364551,0.8982443390287946,0.0553253789047322,0.0565189908966217,-0.000723151485782,11,235,noisy_or,3,0.005,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,1,1,2025-08-25T21:39:52.701647+00:00,0.4715025722980499,0.3761680722236633,0.4715025722980499,0.3761680722236633,,,,,,,0.494641900062561,0.1398571729660034,0.4953719675540924,0.7032957077026367,0.4953719675540924,0.7032957077026367
