agent,prompt_category,domain,loss,loss_function,mae,rmse,r2,ece_10bin,aic,bic,loocv_rmse,loocv_mae,loocv_r2,loocv_consistency,loocv_calibration,loocv_bias,loocv_n_folds,num_rows,model,params_tying,lr,optimizer,version,experiment,graph_type,temperature,included_domains,seed_used,restart_index,run_timestamp,init_pC1,fit_pC1,init_pC2,fit_pC2,init_w0,fit_w0,init_w1,fit_w1,init_w2,fit_w2,init_b,fit_b,init_m1,fit_m1,init_m2,fit_m2
gpt-4o,numeric,abstract_xyz,0.052142709493637,huber,0.1493019759654998,0.2262707948684692,0.6965313687709853,0.0119309842586517,-229.7636401763436,-220.23553363764808,0.1931403067681846,0.1502178294414823,0.726184065218152,0.1213992661279226,0.0716737762770869,-0.0716737762770869,11,80,noisy_or,4,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_xyz,131,8,2025-08-18T22:23:52.332340+00:00,0.4674864113330841,0.3238066136837005,0.4674864113330841,0.3238066136837005,,,,,,,0.5271492600440979,0.0103489160537719,0.5251420736312866,0.6274462938308716,0.5194566249847412,0.9879029393196106
o3,numeric,abstract_xyz,0.023892518132925,huber,0.0677752643823623,0.0849014446139335,0.938098466958195,0.0168854143470525,-386.602271295097,-377.0741647564015,0.1052744744375536,0.086406602832404,0.9061684733220868,0.0601382902572588,0.0391774845123291,-0.0149219473925503,11,80,noisy_or,4,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_xyz,130,7,2025-08-18T22:24:05.289291+00:00,0.4842737317085266,0.4535397291183471,0.4842737317085266,0.4535397291183471,,,,,,,0.5077318549156189,0.0705447271466255,0.5363426804542542,0.9305288791656494,0.4830571413040161,0.8721166253089905
gpt-4o,numeric-conf,abstract_abc,0.034758485853672,huber,0.1121541261672973,0.1687757223844528,0.7916126842748682,0.0235059663653373,-276.66953334436005,-267.14142680566454,0.1571295252799628,0.1184919702735814,0.801002350475971,0.103195642812045,0.0769959846680814,-0.0049286480654369,11,80,noisy_or,4,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_abc,129,6,2025-08-18T22:24:18.084942+00:00,0.4793401062488556,0.432786613702774,0.4793401062488556,0.432786613702774,,,,,,,0.4643082916736603,0.0356305204331874,0.4919206202030182,0.7937842607498169,0.5164302587509155,0.9893088340759276
gpt-4o,numeric-conf,abstract_quintuplets,0.0307971127331256,huber,0.098385140299797,0.1562060117721557,0.8075850383429758,0.0291706502437591,-289.05272043286743,-279.5246138941719,0.1025672690784677,0.082175695320422,0.9110755713645868,0.0613775185619292,0.0328484996137293,-0.0258343073116107,11,80,noisy_or,4,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_quintuplets,129,6,2025-08-18T22:24:30.700243+00:00,0.4793401062488556,0.4674978852272033,0.4793401062488556,0.4674978852272033,,,,,,,0.4643082916736603,0.063242994248867,0.4919206202030182,0.8553504347801208,0.5164302587509155,0.9212300777435304
gpt-4o,numeric-conf,abstract_triplets,0.0322100073099136,huber,0.1277127265930175,0.1914657801389694,0.6964045885359262,0.0351770922541618,-256.48738796599014,-246.95928142729463,0.1417158240155372,0.1098248785192316,0.8055880718662184,0.0895648973350538,0.0523525129665028,0.015960774638436,11,80,noisy_or,4,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_triplets,125,2,2025-08-18T22:24:42.938579+00:00,0.4714978635311126,0.4389429092407226,0.4714978635311126,0.4389429092407226,,,,,,,0.4463468194007873,0.0987543538212776,0.4896134436130523,0.7921933531761169,0.4622513353824615,0.8447920680046082
gpt-4o,numeric-conf,abstract_triplets_symb,0.0334698930382728,huber,0.1117694824934005,0.1699834018945694,0.7805188214358673,0.0259954467415809,-275.5287200601798,-266.0006135214843,0.1217764033691514,0.0973543121733448,0.8745224216239553,0.0731548379724895,0.0633566951887174,-0.0165564394132657,11,80,noisy_or,4,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_triplets_symb,129,6,2025-08-18T22:24:55.165629+00:00,0.4793401062488556,0.4518361687660217,0.4793401062488556,0.4518361687660217,,,,,,,0.4643082916736603,0.0418717823922634,0.4919206202030182,0.8120993375778198,0.5164302587509155,0.9550548791885376
gpt-4o,numeric-conf,abstract_xyz,0.0341003760695457,huber,0.1010239571332931,0.1515110731124878,0.8341357924786688,0.0238101243972778,-293.9354503060747,-284.4073437673792,0.132156815985724,0.106854869086634,0.8659568258855759,0.0777654226759093,0.0443430971692908,-0.0141873680055141,11,80,noisy_or,4,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_xyz,131,8,2025-08-18T22:25:07.535766+00:00,0.4674864113330841,0.4318247735500335,0.4674864113330841,0.4318247735500335,,,,,,,0.5271492600440979,0.0316365323960781,0.5251420736312866,0.845016598701477,0.5194566249847412,0.9914832711219788
gpt-4o,CoT,abstract_abc,0.0258029252290725,huber,0.072879746556282,0.1089121624827385,0.895857254994309,0.0232711303979158,-346.75417041972344,-337.2260638810279,0.1478232955211915,0.116281657801433,0.8192328210538334,0.0912704922617159,0.0796283190223304,-0.0300472746518525,11,80,noisy_or,4,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_abc,131,8,2025-08-18T22:25:19.959601+00:00,0.4674864113330841,0.4029612839221954,0.4674864113330841,0.4029612839221954,,,,,,,0.5271492600440979,0.054635614156723,0.5251420736312866,0.8263062238693237,0.5194566249847412,0.95586097240448
gpt-4o,CoT,abstract_quintuplets,0.0218054261058568,huber,0.0642351284623146,0.0902975425124168,0.9221187764843324,0.0265071026980876,-376.7432028738612,-367.2150963351657,0.1161442844051935,0.0948605525900017,0.8790997549521349,0.0670147025831944,0.0570477822287516,-0.0211323834955692,11,80,noisy_or,4,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_quintuplets,131,8,2025-08-18T22:25:32.396773+00:00,0.4674864113330841,0.4158351719379425,0.4674864113330841,0.4158351719379425,,,,,,,0.5271492600440979,0.0764876753091812,0.5251420736312866,0.8425602912902832,0.5194566249847412,0.9060348868370056
gpt-4o,CoT,abstract_triplets,0.0221261121332645,huber,0.0669905543327331,0.0948133692145347,0.9142698647224048,0.028033560141921,-368.93517864330533,-359.4070721046098,0.1331675574700359,0.1056667623533444,0.8417294459170397,0.0810440231991054,0.0670267335731875,-0.0253929693929173,11,80,noisy_or,4,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_triplets,131,8,2025-08-18T22:25:44.767370+00:00,0.4674864113330841,0.4131279289722442,0.4674864113330841,0.4131279289722442,,,,,,,0.5271492600440979,0.0695925280451774,0.5251420736312866,0.8295287489891052,0.5194566249847412,0.9133500456809998
gpt-4o,CoT,abstract_triplets_symb,0.0248704142868518,huber,0.082295037806034,0.1294795572757721,0.8459094210076049,0.0257745411247014,-319.0771584856076,-309.5490519469121,0.1419649377281979,0.1153068786859512,0.8160827509579719,0.0828152598974032,0.0604572881893678,-0.0162822832302613,11,80,noisy_or,4,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_triplets_symb,131,8,2025-08-18T22:25:57.308715+00:00,0.4674864113330841,0.4080816507339477,0.4674864113330841,0.4080816507339477,,,,,,,0.5271492600440979,0.0666060298681259,0.5251420736312866,0.7835884094238281,0.5194566249847412,0.9183275103569032
gpt-4o,CoT,abstract_xyz,0.0274442676454782,huber,0.0760082751512527,0.1043413877487182,0.9072437159239723,0.0211917217820882,-353.61395493193146,-344.08584839323595,0.1622978474386556,0.1303605656732212,0.7928227520531553,0.0966784060717744,0.1132339564236727,-0.029586637020111,11,80,noisy_or,4,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_xyz,131,8,2025-08-18T22:26:09.604212+00:00,0.4674864113330841,0.371982604265213,0.4674864113330841,0.371982604265213,,,,,,,0.5271492600440979,0.0439375042915344,0.5251420736312866,0.8255629539489746,0.5194566249847412,0.9501578211784364
gpt-4o,numeric,abstract_abc,0.057928554713726,huber,0.1842882186174392,0.2846197187900543,0.5199503015588831,0.0644353464245796,-191.05620730003497,-179.14607412666552,0.2241650701699014,0.1765121980146928,0.576335509057115,0.1381789514951489,0.0962801846590908,-0.0325723994861949,11,80,noisy_or,5,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_abc,129,6,2025-08-18T22:26:22.105504+00:00,0.4793401062488556,0.414804995059967,0.474419504404068,0.5225874781608582,,,,,,,0.4643082916736603,0.0702029168605804,0.4919206202030182,0.7240668535232544,0.5164302587509155,0.9397971630096436
o3,numeric,abstract_abc,0.0243609268218278,huber,0.055377684533596,0.070742018520832,0.9589485085031768,0.0236418977379798,-413.79449003068646,-401.8843568573171,0.1074085711937438,0.0795800289308483,0.907688117970049,0.0721361224439384,0.0491140331395647,-0.0491140331395647,11,80,noisy_or,5,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_abc,130,7,2025-08-18T22:26:34.644429+00:00,0.4842737317085266,0.4793586730957031,0.4941855370998382,0.6299144625663757,,,,,,,0.5077318549156189,0.0551309138536453,0.5363426804542542,0.943770945072174,0.4830571413040161,0.8900023698806763
gpt-4o,numeric,abstract_quintuplets,0.0510374419391155,huber,0.1419473886489868,0.244842380285263,0.630735447241155,0.0035518825054168,-215.14250269366073,-203.23236952029131,0.1818435683787065,0.1527426080270247,0.7258335186881466,0.0986751187169492,0.105759403922341,-0.060362848368558,11,80,noisy_or,5,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_quintuplets,129,6,2025-08-18T22:26:47.076236+00:00,0.4793401062488556,0.419482409954071,0.474419504404068,0.6276992559432983,,,,,,,0.4643082916736603,0.0056974971666932,0.4919206202030182,0.6396306753158569,0.5164302587509155,0.9944888353347778
o3,numeric,abstract_quintuplets,0.0235429592430591,huber,0.0578473322093486,0.0782485827803611,0.9479088932981504,0.0257284374907612,-397.6583267304188,-385.74819355704943,0.1009805147817269,0.082508936734362,0.9143368204402164,0.05821803607601,0.0486308016628026,-0.0244516009701923,11,80,noisy_or,5,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_quintuplets,130,7,2025-08-18T22:26:59.656248+00:00,0.4842737317085266,0.4684998691082001,0.4941855370998382,0.4837530553340912,,,,,,,0.5077318549156189,0.0921572893857956,0.5363426804542542,0.9534273743629456,0.4830571413040161,0.8570873737335205
gpt-4o,numeric,abstract_triplets,0.0487710535526275,huber,0.1263874471187591,0.2283248752355575,0.6779474688155835,0.002454537153244,-226.3177233055275,-214.40759013215808,0.1603917398390283,0.1270547810603272,0.7979529908161003,0.0978907187546545,0.0995730246332558,-0.059736070646481,11,80,noisy_or,5,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_triplets,129,6,2025-08-18T22:27:12.104639+00:00,0.4793401062488556,0.4192183315753937,0.474419504404068,0.6721186637878418,,,,,,,0.4643082916736603,0.0044189533218741,0.4919206202030182,0.7257408499717712,0.5164302587509155,0.9945386052131652
o3,numeric,abstract_triplets,0.0221687387675046,huber,0.0696850791573524,0.0880777761340141,0.9295237179088698,0.0087209247052669,-378.7256018010126,-366.8154686276432,0.1030799202222359,0.0814018760757012,0.9051887403632136,0.0632392641037093,0.0428629053451798,-0.0349730872836979,11,80,noisy_or,5,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_triplets,130,7,2025-08-18T22:27:24.548511+00:00,0.4842737317085266,0.4632501602172851,0.4941855370998382,0.464447945356369,,,,,,,0.5077318549156189,0.0779834166169166,0.5363426804542542,0.9029155969619752,0.4830571413040161,0.8525786399841309
gpt-4o,numeric,abstract_triplets_symb,0.0454086437821388,huber,0.1083232015371322,0.2177525013685226,0.6962328506627264,0.0022351920604705,-233.90339031944336,-221.99325714607392,0.1558472692535304,0.1232942241159352,0.8032540296978965,0.0953252623045535,0.0736847418275746,-0.0371986688538031,11,80,noisy_or,5,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_triplets_symb,129,6,2025-08-18T22:27:36.995205+00:00,0.4793401062488556,0.4578524529933929,0.474419504404068,0.8282591700553894,,,,,,,0.4643082916736603,0.0034928931854665,0.4919206202030182,0.7602107524871826,0.5164302587509155,0.9962233304977416
o3,numeric,abstract_triplets_symb,0.0254740715026855,huber,0.0630286857485771,0.0786361247301101,0.9482000798936204,0.0081088876351714,-396.86785102683496,-384.9577178534656,0.0917118577258923,0.0773549914766441,0.9315417935547664,0.049267333408483,0.0357487102394754,-0.0129356685145334,11,80,noisy_or,5,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_triplets_symb,130,7,2025-08-18T22:27:49.535506+00:00,0.4842737317085266,0.4587572813034057,0.4941855370998382,0.6669808626174927,,,,,,,0.5077318549156189,0.0466760247945785,0.5363426804542542,0.9481767416000366,0.4830571413040161,0.8544377088546753
gpt-4o,numeric,abstract_xyz,0.0521289519965648,huber,0.1450004577636718,0.2261790782213211,0.6967773677284839,0.0102937668561935,-227.82851639547644,-215.91838322210705,0.1908064043959757,0.1520940400660038,0.7327616510191624,0.1152149596837209,0.0821064558218825,-0.0821064558218826,11,80,noisy_or,5,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_xyz,131,8,2025-08-18T22:28:01.996478+00:00,0.4674864113330841,0.3400348424911499,0.5470288991928101,0.4928106963634491,,,,,,,0.5271492600440979,0.0076113962568342,0.5251420736312866,0.6798769235610962,0.5194566249847412,0.9905857443809508
o3,numeric,abstract_xyz,0.0238956809043884,huber,0.0669762939214706,0.0838646069169044,0.9396011477748618,0.0134715169668197,-386.5682588107205,-374.65812563735113,0.1066881267418377,0.0847986826199022,0.9036315668027024,0.0647421023261642,0.0473375370929187,-0.0227912407131357,11,80,noisy_or,5,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_xyz,130,7,2025-08-18T22:28:14.617726+00:00,0.4842737317085266,0.4589308500289917,0.4941855370998382,0.5809741020202637,,,,,,,0.5077318549156189,0.0654374733567237,0.5363426804542542,0.9348163604736328,0.4830571413040161,0.8644245266914368
gpt-4o,numeric-conf,abstract_abc,0.0347602739930152,huber,0.0938715934753418,0.1651755273342132,0.8004081731608618,0.005040443688631,-278.1194555559625,-266.2093223825931,0.1551470520567452,0.1189971890639175,0.8059921039673801,0.0995503729615548,0.0914813171056184,-0.017174520208077,11,80,noisy_or,5,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_abc,129,6,2025-08-18T22:28:27.120927+00:00,0.4793401062488556,0.4555215537548065,0.474419504404068,0.7990281581878662,,,,,,,0.4643082916736603,0.0260663293302059,0.4919206202030182,0.8297722935676575,0.5164302587509155,0.9881267547607422
gpt-4o,numeric-conf,abstract_quintuplets,0.0307988934218883,huber,0.0801901966333389,0.1493757367134094,0.8240442786730029,0.0104584097862243,-294.20647391142205,-282.29634073805266,0.0939638492258927,0.0708480319685556,0.925367997008464,0.0617232640705983,0.0400331242009997,-0.0400331242009997,11,80,noisy_or,5,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_quintuplets,129,6,2025-08-18T22:28:39.528946+00:00,0.4793401062488556,0.4857127070426941,0.474419504404068,0.9459701776504515,,,,,,,0.4643082916736603,0.0425722189247608,0.4919206202030182,0.878035843372345,0.5164302587509155,0.8992735743522644
gpt-4o,numeric-conf,abstract_triplets,0.0321976132690906,huber,0.1086951941251754,0.1873471885919571,0.7093252961425354,0.0162880808115005,-257.9666796386461,-246.05654646527668,0.1355288425183153,0.100786367194219,0.8221926647624693,0.0906100178906634,0.0571188220923597,0.0186151408336379,11,80,noisy_or,5,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_triplets,125,2,2025-08-18T22:28:52.079521+00:00,0.4714978635311126,0.4577320516109466,0.5075838565826416,0.8877418041229248,,,,,,,0.4463468194007873,0.0881932750344276,0.4896134436130523,0.8229727149009705,0.4622513353824615,0.8284642100334167
gpt-4o,numeric-conf,abstract_triplets_symb,0.0334716737270355,huber,0.0918681770563125,0.1649626493453979,0.7932928611581576,0.0057373434305191,-278.3257983541313,-266.4156651807619,0.134177213418362,0.104402154345404,0.8476658131291384,0.0842835379463577,0.071835135533051,-0.0202487568286332,11,80,noisy_or,5,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_triplets_symb,129,6,2025-08-18T22:29:04.583903+00:00,0.4793401062488556,0.4719782471656799,0.474419504404068,0.8986779451370239,,,,,,,0.4643082916736603,0.0253263488411903,0.4919206202030182,0.8403452634811401,0.5164302587509155,0.93929922580719
gpt-4o,numeric-conf,abstract_xyz,0.0340866222977638,huber,0.0807821899652481,0.1468428075313568,0.8441993308603147,0.0037504702806472,-296.9428101716224,-285.032676998253,0.1435526916020204,0.1115324766798453,0.8418430615237209,0.090376334910443,0.0760385230183601,-0.0168602573600682,11,80,noisy_or,5,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_xyz,131,8,2025-08-18T22:29:17.216470+00:00,0.4674864113330841,0.4560106992721557,0.5470288991928101,0.8220527172088623,,,,,,,0.5271492600440979,0.0220741238445043,0.5251420736312866,0.8745529651641846,0.5194566249847412,0.9903370141983032
gpt-4o,CoT,abstract_abc,0.0257891677320003,huber,0.0598684921860694,0.1042201370000839,0.904637080209846,0.0074005167931318,-351.79998519866336,-339.889852025294,0.1392028700423493,0.1103350793434815,0.839701226516854,0.0848740790482868,0.0941996641795743,-0.0348097760230303,11,80,noisy_or,5,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_abc,131,8,2025-08-18T22:29:29.814204+00:00,0.4674864113330841,0.4172492027282715,0.5470288991928101,0.7003011703491211,,,,,,,0.5271492600440979,0.0479464903473854,0.5251420736312866,0.8488662242889404,0.5194566249847412,0.9427681565284728
gpt-4o,CoT,abstract_quintuplets,0.0217916704714298,huber,0.0516219139099121,0.0829638168215751,0.9342556674976928,0.0059217270463705,-388.2961165530164,-376.38598337964703,0.112973410821785,0.0955980471250685,0.8856110752000261,0.0601997087914965,0.0710263487628915,-0.0255811504003676,11,80,noisy_or,5,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_quintuplets,131,8,2025-08-18T22:29:42.353521+00:00,0.4674864113330841,0.4290454685688019,0.5470288991928101,0.7699089646339417,,,,,,,0.5271492600440979,0.0641925781965255,0.5251420736312866,0.8601287603378296,0.5194566249847412,0.8863509297370911
gpt-4o,CoT,abstract_triplets,0.0221123546361923,huber,0.0528471656143665,0.0882298126816749,0.9257622019326734,0.0073387246578931,-378.4496564236349,-366.53952325026546,0.1257964090636354,0.1011904087425633,0.8587658427725295,0.0747344479595484,0.084015432220291,-0.0295659433203664,11,80,noisy_or,5,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_triplets,131,8,2025-08-18T22:29:54.831051+00:00,0.4674864113330841,0.4261326193809509,0.5470288991928101,0.7448648810386658,,,,,,,0.5271492600440979,0.0579638555645942,0.5251420736312866,0.8484463095664978,0.5194566249847412,0.8952023386955261
gpt-4o,CoT,abstract_triplets_symb,0.0248566567897796,huber,0.0681118816137313,0.125566154718399,0.8550831664977858,0.0051331672817468,-321.9876056027596,-310.0774724293902,0.1361372238127749,0.1136818847060203,0.830872569926032,0.0748984165195545,0.0737044252319769,-0.0177205480499701,11,80,noisy_or,5,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_triplets_symb,131,8,2025-08-18T22:30:07.345910+00:00,0.4674864113330841,0.4239331781864166,0.5470288991928101,0.7328951358795166,,,,,,,0.5271492600440979,0.0589214414358139,0.5251420736312866,0.8111052513122559,0.5194566249847412,0.904924750328064
gpt-4o,CoT,abstract_xyz,0.0274305138736963,huber,0.067613773047924,0.1005668863654136,0.9138331634842908,0.0062134932726621,-357.5091609788506,-345.5990278054812,0.1537744058583492,0.1217575499279932,0.814012115080058,0.0939237293372688,0.1027109795673327,-0.0342849287797104,11,80,noisy_or,5,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_xyz,131,8,2025-08-18T22:30:19.799577+00:00,0.4674864113330841,0.3873150944709778,0.5470288991928101,0.6280490756034851,,,,,,,0.5271492600440979,0.0374874249100685,0.5251420736312866,0.8550584316253662,0.5194566249847412,0.9404048919677734
o3,numeric,abstract_abc,0.0634167194366455,huber,0.0839714035391807,0.1101845577359199,0.9004100433033188,0.0730826776474714,-346.8957576925121,-339.7496777884905,0.1306019913459866,0.0939861829985271,0.8635167598351398,0.0906833918030447,0.0741913604465397,-0.0019213087179444,11,80,logistic,3,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_abc,123,0,2025-08-19T17:43:18.903852+00:00,0.5548651814460754,0.4783212542533874,0.5548651814460754,0.4783212542533874,0.1165496855974197,-1.2968430519104004,0.0526354014873504,2.991894006729126,0.0526354014873504,2.991894006729126,,,,,,
o3,numeric,abstract_quintuplets,0.0621867403388023,huber,0.0862206444144249,0.1106131970882415,0.8959062876329075,0.0740476381033659,-346.2745398202216,-339.1284599162,0.1233810617533674,0.0949378850514238,0.8721160518069867,0.0788015506278328,0.0607313563336025,0.0042144111882556,11,80,logistic,3,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_quintuplets,123,0,2025-08-19T17:43:20.946322+00:00,0.5548651814460754,0.4699912071228027,0.5548651814460754,0.4699912071228027,0.1165496855974197,-1.2784912586212158,0.0526354014873504,2.9942901134490967,0.0526354014873504,2.9942901134490967,,,,,,
o3,numeric,abstract_triplets,0.05786769464612,huber,0.0932608321309089,0.1175142601132392,0.874544011327103,0.0811880812048912,-336.5912993829724,-329.4452194789508,0.1291221288016945,0.1067511954632672,0.8512307669568995,0.072640941716395,0.0586207990754734,0.0025454255125739,11,80,logistic,3,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_triplets,123,0,2025-08-19T17:43:22.538276+00:00,0.5548651814460754,0.469110369682312,0.5548651814460754,0.469110369682312,0.1165496855974197,-1.3541160821914673,0.0526354014873504,2.992919445037842,0.0526354014873504,2.992919445037842,,,,,,
o3,numeric,abstract_triplets_symb,0.0640385821461677,huber,0.0982872620224952,0.1178203299641609,0.8837145635269871,0.0643496941775083,-336.17511334881146,-329.02903344478983,0.1326588610846212,0.1069218037209727,0.8567656886711463,0.0785245268264802,0.0675012038106268,0.0080316571891307,11,80,logistic,3,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_triplets_symb,123,0,2025-08-19T17:43:24.168011+00:00,0.5548651814460754,0.4527511298656463,0.5548651814460754,0.4527511298656463,0.1165496855974197,-1.4295308589935305,0.0526354014873504,2.9938011169433594,0.0526354014873504,2.9938011169433594,,,,,,
o3,numeric,abstract_xyz,0.0618096217513084,huber,0.0932361334562301,0.1162747517228126,0.8838973589241599,0.0778136476874351,-338.28789602155723,-331.1418161175356,0.1310546011146755,0.099618461172689,0.8545856841166987,0.085155567445189,0.0651888583600521,0.0002246809683062,11,80,logistic,3,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_xyz,123,0,2025-08-19T17:43:25.750136+00:00,0.5548651814460754,0.4627487361431122,0.5548651814460754,0.4627487361431122,0.1165496855974197,-1.338917851448059,0.0526354014873504,2.993037462234497,0.0526354014873504,2.993037462234497,,,,,,
o3,numeric,abstract_abc,0.059919286519289,huber,0.0837046951055526,0.1101107001304626,0.900543517375942,0.072985802590847,-345.00304850813063,-335.4749419694351,0.1438329097543186,0.1037607825615189,0.8344625506204972,0.0996072584233455,0.0903990486806089,-0.0075276200066913,11,80,logistic,4,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_abc,123,0,2025-08-19T17:43:27.358669+00:00,0.5548651814460754,0.480291485786438,0.5548651814460754,0.480291485786438,0.1165496855974197,-1.289046049118042,0.0526354014873504,2.996382474899292,0.3287312686443329,2.9832100868225098,,,,,,
o3,numeric,abstract_quintuplets,0.0589828118681907,huber,0.0863206163048744,0.1105891242623329,0.8959515903766856,0.0745444893836975,-344.3093642903944,-334.7812577516989,0.1347718239530173,0.1003738896142352,0.8474131029722392,0.0899362374981987,0.0850347392396493,-0.0057226272875612,11,80,logistic,4,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_quintuplets,123,0,2025-08-19T17:43:29.007354+00:00,0.5548651814460754,0.4691212773323059,0.5548651814460754,0.4691212773323059,0.1165496855974197,-1.2950246334075928,0.0526354014873504,2.9962875843048096,0.3287312686443329,2.968873977661133,,,,,,
o3,numeric,abstract_triplets,0.0547548830509185,huber,0.0931249558925628,0.1174941882491111,0.8745868567180815,0.0813170790672302,-334.6186254336898,-325.09051889499426,0.1424502557617302,0.1167565273154865,0.8189334462704876,0.0816087537940041,0.0850342506712132,-0.005854829116301,11,80,logistic,4,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_triplets,123,0,2025-08-19T17:43:30.628944+00:00,0.5548651814460754,0.4694260656833648,0.5548651814460754,0.4694260656833648,0.1165496855974197,-1.353055477142334,0.0526354014873504,2.9950814247131348,0.3287312686443329,2.9743921756744385,,,,,,
o3,numeric,abstract_triplets_symb,0.0609146431088447,huber,0.0982444882392883,0.1177793070673942,0.8837955131750826,0.06460802257061,-334.23082305026844,-324.70271651157293,0.1425445792281794,0.1126781619136983,0.8346226806139201,0.0873074389447377,0.0782419157570058,-0.0052334611524235,11,80,logistic,4,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_triplets_symb,123,0,2025-08-19T17:43:32.254021+00:00,0.5548651814460754,0.4522830545902252,0.5548651814460754,0.4522830545902252,0.1165496855974197,-1.4401428699493408,0.0526354014873504,2.996306896209717,0.3287312686443329,2.9861719608306885,,,,,,
o3,numeric,abstract_xyz,0.0586111918091774,huber,0.0932753458619117,0.116267941892147,0.8839109488127505,0.077911563962698,-336.2972606209354,-326.7691540822399,0.1415042149860552,0.1053514181754806,0.8304720261958893,0.0944696858639572,0.0790028279206969,-0.0087071668288924,11,80,logistic,4,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_xyz,123,0,2025-08-19T17:43:33.879401+00:00,0.5548651814460754,0.4622661173343658,0.5548651814460754,0.4622661173343658,0.1165496855974197,-1.3309065103530884,0.0526354014873504,2.99532413482666,0.3287312686443329,2.9790148735046387,,,,,,
o3,numeric,abstract_abc,0.0599215328693389,huber,0.0793706625699997,0.1061365157365799,0.9075932513103304,0.0610372867435216,-348.8846624429141,-336.9745292695447,0.1438155675054644,0.1001612702553922,0.8345024666394099,0.1032019253587115,0.0863663216883485,-0.0137892464345151,11,80,logistic,5,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_abc,123,0,2025-08-19T17:43:35.505736+00:00,0.5548651814460754,0.5028008818626404,0.5122425556182861,0.8952920436859131,0.1165496855974197,-1.313530206680298,0.0526354014873504,2.9997105598449707,0.3287312686443329,2.9977564811706543,,,,,,
o3,numeric,abstract_quintuplets,0.0589848756790161,huber,0.0856425166130065,0.1105185896158218,0.8960842722058114,0.0734571669250726,-342.41144485007254,-330.50131167670315,0.1352480115201995,0.1032856767556884,0.8463329313838345,0.0873160557817831,0.0836005376956678,-0.0096180129863999,11,80,logistic,5,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_quintuplets,123,0,2025-08-19T17:43:37.125175+00:00,0.5548651814460754,0.4712027609348297,0.5122425556182861,0.4469837844371795,0.1165496855974197,-1.2603524923324585,0.0526354014873504,2.9969093799591064,0.3287312686443329,2.9720797538757324,,,,,,
o3,numeric,abstract_triplets,0.0547568313777446,huber,0.0929946154356002,0.1175207123160362,0.8745302304082986,0.0806902460753917,-332.58251213440064,-320.67237896103126,0.1418450796069592,0.1147853089191696,0.8204686404337059,0.0833328234553192,0.0829574656757441,-0.0102157724716446,11,80,logistic,5,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_triplets,123,0,2025-08-19T17:43:38.755673+00:00,0.5548651814460754,0.47058966755867,0.5122425556182861,0.454824686050415,0.1165496855974197,-1.3242214918136597,0.0526354014873504,2.9939157962799072,0.3287312686443329,2.969336748123169,,,,,,
