s;domain;diagram;attr.polarity;letter.type;study.type;trial;rt;y;type;aggr.type;betw.factors;task
28;society;b;pmm;G;Y|Z=0;6;42,869;0;CB|E=0;Ci|E=0;domain, attr.polarity, diagram, letter.type;c
28;society;b;pmm;B;Y|Z=1;7;10,068;50;CB|E=1;Ci|E=1;domain, attr.polarity, diagram, letter.type;c
28;society;b;pmm;B;X|Z=1;8;2,627;50;CA|E=1;Ci|E=1;domain, attr.polarity, diagram, letter.type;c
28;society;b;pmm;H;Y|X=0,Z=0;9;20,964;0;CB|E=0,CA=0;Ci|E=0,Cj=0;domain, attr.polarity, diagram, letter.type;c
28;society;b;pmm;A;X|Y=1,Z=1;10;17,564;50;CA|E=1,CB=1;Ci|E=1,Cj=1;domain, attr.polarity, diagram, letter.type;c
28;society;b;pmm;G;X|Z=0;11;14,932;0;CA|E=0;Ci|E=0;domain, attr.polarity, diagram, letter.type;c
28;society;b;pmm;E;X|Y=0;12;26,988;30;CA|CB=0;Ci|Cj=0;domain, attr.polarity, diagram, letter.type;c
28;society;b;pmm;A;Y|X=1,Z=1;13;31,356;35;CB|E=1,CA=1;Ci|E=1,Cj=1;domain, attr.polarity, diagram, letter.type;c
28;society;b;pmm;E;Y|X=0;14;14,148;35;CB|CA=0;Ci|Cj=0;domain, attr.polarity, diagram, letter.type;c
28;society;b;pmm;J;Z|X=1,Y=0;15;8,692;100;E|CA=1,CB=0;E|Ci=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
28;society;b;pmm;F;Y|X=1,Z=0;16;30,852;0;CB|E=0,CA=1;Ci|E=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
28;society;b;pmm;H;X|Y=0,Z=0;17;12,428;0;CA|E=0,CB=0;Ci|E=0,Cj=0;domain, attr.polarity, diagram, letter.type;c
28;society;b;pmm;F;X|Y=1,Z=0;18;5,211;0;CA|E=0,CB=1;Ci|E=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
28;society;b;pmm;C;X|Y=0,Z=1;19;7,547;100;CA|E=1,CB=0;Ci|E=1,Cj=0;domain, attr.polarity, diagram, letter.type;c
29;society;a;ppp;H;X|Y=0,Z=0;0;19,387;50;CA|E=0,CB=0;Ci|E=0,Cj=0;domain, attr.polarity, diagram, letter.type;c
29;society;a;ppp;A;X|Y=1,Z=1;1;7,811;50;CA|E=1,CB=1;Ci|E=1,Cj=1;domain, attr.polarity, diagram, letter.type;c
29;society;a;ppp;J;Z|X=1,Y=0;2;15,363;75;E|CA=1,CB=0;E|Ci=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
29;society;a;ppp;D;X|Y=1;3;4,715;50;CA|CB=1;Ci|Cj=1;domain, attr.polarity, diagram, letter.type;c
29;society;a;ppp;B;X|Z=1;4;3,235;50;CA|E=1;Ci|E=1;domain, attr.polarity, diagram, letter.type;c
29;society;a;ppp;C;Y|X=0,Z=1;5;24,555;75;CB|E=1,CA=0;Ci|E=1,Cj=0;domain, attr.polarity, diagram, letter.type;c
29;society;a;ppp;E;Y|X=0;6;6,475;50;CB|CA=0;Ci|Cj=0;domain, attr.polarity, diagram, letter.type;c
29;society;a;ppp;A;Y|X=1,Z=1;7;6,475;50;CB|E=1,CA=1;Ci|E=1,Cj=1;domain, attr.polarity, diagram, letter.type;c
29;society;a;ppp;F;Y|X=1,Z=0;8;6,523;25;CB|E=0,CA=1;Ci|E=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
29;society;a;ppp;F;X|Y=1,Z=0;9;7,643;25;CA|E=0,CB=1;Ci|E=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
29;society;a;ppp;H;Y|X=0,Z=0;10;5,955;50;CB|E=0,CA=0;Ci|E=0,Cj=0;domain, attr.polarity, diagram, letter.type;c
29;society;a;ppp;G;Y|Z=0;11;3,467;50;CB|E=0;Ci|E=0;domain, attr.polarity, diagram, letter.type;c
29;society;a;ppp;K;Z|X=1,Y=1;12;9,443;100;E|CA=1,CB=1;E|CA=1,CB=1;domain, attr.polarity, diagram, letter.type;c
29;society;a;ppp;G;X|Z=0;13;7,243;50;CA|E=0;Ci|E=0;domain, attr.polarity, diagram, letter.type;c
29;society;a;ppp;C;X|Y=0,Z=1;14;6,787;75;CA|E=1,CB=0;Ci|E=1,Cj=0;domain, attr.polarity, diagram, letter.type;c
29;society;a;ppp;J;Z|X=0,Y=1;15;7,563;75;E|CA=0,CB=1;E|Ci=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
29;society;a;ppp;E;X|Y=0;16;4,235;50;CA|CB=0;Ci|Cj=0;domain, attr.polarity, diagram, letter.type;c
29;society;a;ppp;I;Z|X=0,Y=0;17;12,387;25;E|CA=0,CB=0;E|CA=0,CB=0;domain, attr.polarity, diagram, letter.type;c
29;society;a;ppp;D;Y|X=1;18;4,852;75;CB|CA=1;Ci|Cj=1;domain, attr.polarity, diagram, letter.type;c
29;society;a;ppp;B;Y|Z=1;19;5,419;50;CB|E=1;Ci|E=1;domain, attr.polarity, diagram, letter.type;c
33;weather;b;mmp;D;Y|X=1;0;34,228;65;CB|CA=1;Ci|Cj=1;domain, attr.polarity, diagram, letter.type;c
33;weather;b;mmp;C;Y|X=0,Z=1;1;23,18;95;CB|E=1,CA=0;Ci|E=1,Cj=0;domain, attr.polarity, diagram, letter.type;c
33;weather;b;mmp;C;X|Y=0,Z=1;2;9,116;95;CA|E=1,CB=0;Ci|E=1,Cj=0;domain, attr.polarity, diagram, letter.type;c
33;weather;b;mmp;A;Y|X=1,Z=1;3;8,155;70;CB|E=1,CA=1;Ci|E=1,Cj=1;domain, attr.polarity, diagram, letter.type;c
33;weather;b;mmp;G;Y|Z=0;4;10,788;35;CB|E=0;Ci|E=0;domain, attr.polarity, diagram, letter.type;c
33;weather;b;mmp;E;Y|X=0;5;8,62;50;CB|CA=0;Ci|Cj=0;domain, attr.polarity, diagram, letter.type;c
33;weather;b;mmp;F;Y|X=1,Z=0;6;14,572;25;CB|E=0,CA=1;Ci|E=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
33;weather;b;mmp;B;X|Z=1;7;5,523;75;CA|E=1;Ci|E=1;domain, attr.polarity, diagram, letter.type;c
33;weather;b;mmp;B;Y|Z=1;8;2,803;55;CB|E=1;Ci|E=1;domain, attr.polarity, diagram, letter.type;c
33;weather;b;mmp;A;X|Y=1,Z=1;9;8,99;70;CA|E=1,CB=1;Ci|E=1,Cj=1;domain, attr.polarity, diagram, letter.type;c
33;weather;b;mmp;J;Z|X=1,Y=0;10;8,372;85;E|CA=1,CB=0;E|Ci=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
33;weather;b;mmp;I;Z|X=0,Y=0;11;8,251;45;E|CA=0,CB=0;E|CA=0,CB=0;domain, attr.polarity, diagram, letter.type;c
33;weather;b;mmp;H;Y|X=0,Z=0;12;18,116;25;CB|E=0,CA=0;Ci|E=0,Cj=0;domain, attr.polarity, diagram, letter.type;c
33;weather;b;mmp;D;X|Y=1;13;4,292;50;CA|CB=1;Ci|Cj=1;domain, attr.polarity, diagram, letter.type;c
33;weather;b;mmp;E;X|Y=0;14;9,516;50;CA|CB=0;Ci|Cj=0;domain, attr.polarity, diagram, letter.type;c
33;weather;b;mmp;F;X|Y=1,Z=0;15;10,323;15;CA|E=0,CB=1;Ci|E=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
33;weather;b;mmp;H;X|Y=0,Z=0;16;11,924;30;CA|E=0,CB=0;Ci|E=0,Cj=0;domain, attr.polarity, diagram, letter.type;c
33;weather;b;mmp;G;X|Z=0;17;13,076;25;CA|E=0;Ci|E=0;domain, attr.polarity, diagram, letter.type;c
33;weather;b;mmp;J;Z|X=0,Y=1;18;6,5;80;E|CA=0,CB=1;E|Ci=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
33;weather;b;mmp;K;Z|X=1,Y=1;19;6,163;100;E|CA=1,CB=1;E|CA=1,CB=1;domain, attr.polarity, diagram, letter.type;c
38;society;b;ppp;C;X|Y=0,Z=1;0;36,291;90;CA|E=1,CB=0;Ci|E=1,Cj=0;domain, attr.polarity, diagram, letter.type;c
38;society;b;ppp;D;Y|X=1;1;3,803;65;CB|CA=1;Ci|Cj=1;domain, attr.polarity, diagram, letter.type;c
38;society;b;ppp;E;X|Y=0;2;5,451;35;CA|CB=0;Ci|Cj=0;domain, attr.polarity, diagram, letter.type;c
38;society;b;ppp;H;Y|X=0,Z=0;3;5,171;20;CB|E=0,CA=0;Ci|E=0,Cj=0;domain, attr.polarity, diagram, letter.type;c
38;society;b;ppp;B;Y|Z=1;4;7,42;90;CB|E=1;Ci|E=1;domain, attr.polarity, diagram, letter.type;c
38;society;b;ppp;E;Y|X=0;5;5,459;15;CB|CA=0;Ci|Cj=0;domain, attr.polarity, diagram, letter.type;c
38;society;b;ppp;C;Y|X=0,Z=1;6;3,779;95;CB|E=1,CA=0;Ci|E=1,Cj=0;domain, attr.polarity, diagram, letter.type;c
38;society;b;ppp;I;Z|X=0,Y=0;7;6,667;35;E|CA=0,CB=0;E|CA=0,CB=0;domain, attr.polarity, diagram, letter.type;c
38;society;b;ppp;B;X|Z=1;8;5,363;85;CA|E=1;Ci|E=1;domain, attr.polarity, diagram, letter.type;c
38;society;b;ppp;J;Z|X=0,Y=1;9;7,94;65;E|CA=0,CB=1;E|Ci=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
38;society;b;ppp;A;Y|X=1,Z=1;10;8,531;85;CB|E=1,CA=1;Ci|E=1,Cj=1;domain, attr.polarity, diagram, letter.type;c
38;society;b;ppp;J;Z|X=1,Y=0;11;2,835;70;E|CA=1,CB=0;E|Ci=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
38;society;b;ppp;F;X|Y=1,Z=0;12;9,251;10;CA|E=0,CB=1;Ci|E=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
38;society;b;ppp;K;Z|X=1,Y=1;13;6,227;95;E|CA=1,CB=1;E|CA=1,CB=1;domain, attr.polarity, diagram, letter.type;c
38;society;b;ppp;G;X|Z=0;14;8,54;25;CA|E=0;Ci|E=0;domain, attr.polarity, diagram, letter.type;c
38;society;b;ppp;H;X|Y=0,Z=0;15;5,243;35;CA|E=0,CB=0;Ci|E=0,Cj=0;domain, attr.polarity, diagram, letter.type;c
38;society;b;ppp;A;X|Y=1,Z=1;16;6,467;75;CA|E=1,CB=1;Ci|E=1,Cj=1;domain, attr.polarity, diagram, letter.type;c
38;society;b;ppp;G;Y|Z=0;17;4,763;30;CB|E=0;Ci|E=0;domain, attr.polarity, diagram, letter.type;c
38;society;b;ppp;F;Y|X=1,Z=0;18;3,555;5;CB|E=0,CA=1;Ci|E=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
38;society;b;ppp;D;X|Y=1;19;5,667;50;CA|CB=1;Ci|Cj=1;domain, attr.polarity, diagram, letter.type;c
39;society;a;mmp;D;X|Y=1;0;17,1;50;CA|CB=1;Ci|Cj=1;domain, attr.polarity, diagram, letter.type;c
39;society;a;mmp;D;Y|X=1;1;7,315;50;CB|CA=1;Ci|Cj=1;domain, attr.polarity, diagram, letter.type;c
39;society;a;mmp;B;Y|Z=1;2;12,363;75;CB|E=1;Ci|E=1;domain, attr.polarity, diagram, letter.type;c
39;society;a;mmp;F;Y|X=1,Z=0;3;12,275;0;CB|E=0,CA=1;Ci|E=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
39;society;a;mmp;B;X|Z=1;4;9,643;75;CA|E=1;Ci|E=1;domain, attr.polarity, diagram, letter.type;c
39;society;a;mmp;K;Z|X=1,Y=1;5;7,316;100;E|CA=1,CB=1;E|CA=1,CB=1;domain, attr.polarity, diagram, letter.type;c
39;society;a;mmp;H;X|Y=0,Z=0;6;12,508;25;CA|E=0,CB=0;Ci|E=0,Cj=0;domain, attr.polarity, diagram, letter.type;c
39;society;a;mmp;C;X|Y=0,Z=1;7;8,795;100;CA|E=1,CB=0;Ci|E=1,Cj=0;domain, attr.polarity, diagram, letter.type;c
39;society;a;mmp;H;Y|X=0,Z=0;8;6,196;0;CB|E=0,CA=0;Ci|E=0,Cj=0;domain, attr.polarity, diagram, letter.type;c
39;society;a;mmp;G;X|Z=0;9;12,779;75;CA|E=0;Ci|E=0;domain, attr.polarity, diagram, letter.type;c
39;society;a;mmp;A;Y|X=1,Z=1;10;6,684;100;CB|E=1,CA=1;Ci|E=1,Cj=1;domain, attr.polarity, diagram, letter.type;c
39;society;a;mmp;J;Z|X=0,Y=1;11;6,172;75;E|CA=0,CB=1;E|Ci=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
39;society;a;mmp;G;Y|Z=0;12;9,756;25;CB|E=0;Ci|E=0;domain, attr.polarity, diagram, letter.type;c
39;society;a;mmp;E;X|Y=0;13;6,724;50;CA|CB=0;Ci|Cj=0;domain, attr.polarity, diagram, letter.type;c
39;society;a;mmp;J;Z|X=1,Y=0;14;9,7;75;E|CA=1,CB=0;E|Ci=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
39;society;a;mmp;A;X|Y=1,Z=1;15;9,308;75;CA|E=1,CB=1;Ci|E=1,Cj=1;domain, attr.polarity, diagram, letter.type;c
39;society;a;mmp;C;Y|X=0,Z=1;16;7,436;100;CB|E=1,CA=0;Ci|E=1,Cj=0;domain, attr.polarity, diagram, letter.type;c
39;society;a;mmp;I;Z|X=0,Y=0;17;8,196;0;E|CA=0,CB=0;E|CA=0,CB=0;domain, attr.polarity, diagram, letter.type;c
39;society;a;mmp;F;X|Y=1,Z=0;18;9,579;0;CA|E=0,CB=1;Ci|E=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
39;society;a;mmp;E;Y|X=0;19;6,796;50;CB|CA=0;Ci|Cj=0;domain, attr.polarity, diagram, letter.type;c
40;economy;a;pmm;J;Z|X=0,Y=1;0;13,948;60;E|CA=0,CB=1;E|Ci=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
40;economy;a;pmm;B;X|Z=1;1;12,444;50;CA|E=1;Ci|E=1;domain, attr.polarity, diagram, letter.type;c
40;economy;a;pmm;E;Y|X=0;2;10,556;30;CB|CA=0;Ci|Cj=0;domain, attr.polarity, diagram, letter.type;c
40;economy;a;pmm;A;X|Y=1,Z=1;3;6,764;50;CA|E=1,CB=1;Ci|E=1,Cj=1;domain, attr.polarity, diagram, letter.type;c
40;economy;a;pmm;G;Y|Z=0;4;5,42;30;CB|E=0;Ci|E=0;domain, attr.polarity, diagram, letter.type;c
40;economy;a;pmm;G;X|Z=0;5;5,532;35;CA|E=0;Ci|E=0;domain, attr.polarity, diagram, letter.type;c
40;economy;a;pmm;F;X|Y=1,Z=0;6;7,18;40;CA|E=0,CB=1;Ci|E=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
40;economy;a;pmm;B;Y|Z=1;7;4,748;60;CB|E=1;Ci|E=1;domain, attr.polarity, diagram, letter.type;c
40;economy;a;pmm;H;Y|X=0,Z=0;8;5,748;10;CB|E=0,CA=0;Ci|E=0,Cj=0;domain, attr.polarity, diagram, letter.type;c
40;economy;a;pmm;C;Y|X=0,Z=1;9;8,388;90;CB|E=1,CA=0;Ci|E=1,Cj=0;domain, attr.polarity, diagram, letter.type;c
40;economy;a;pmm;J;Z|X=1,Y=0;10;6,348;70;E|CA=1,CB=0;E|Ci=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
40;economy;a;pmm;E;X|Y=0;11;19,964;25;CA|CB=0;Ci|Cj=0;domain, attr.polarity, diagram, letter.type;c
40;economy;a;pmm;A;Y|X=1,Z=1;12;3,06;60;CB|E=1,CA=1;Ci|E=1,Cj=1;domain, attr.polarity, diagram, letter.type;c
40;economy;a;pmm;K;Z|X=1,Y=1;13;2,86;50;E|CA=1,CB=1;E|CA=1,CB=1;domain, attr.polarity, diagram, letter.type;c
40;economy;a;pmm;I;Z|X=0,Y=0;14;9,316;25;E|CA=0,CB=0;E|CA=0,CB=0;domain, attr.polarity, diagram, letter.type;c
40;economy;a;pmm;D;Y|X=1;15;2,764;50;CB|CA=1;Ci|Cj=1;domain, attr.polarity, diagram, letter.type;c
40;economy;a;pmm;H;X|Y=0,Z=0;16;16,611;35;CA|E=0,CB=0;Ci|E=0,Cj=0;domain, attr.polarity, diagram, letter.type;c
40;economy;a;pmm;C;X|Y=0,Z=1;17;3,332;60;CA|E=1,CB=0;Ci|E=1,Cj=0;domain, attr.polarity, diagram, letter.type;c
40;economy;a;pmm;F;Y|X=1,Z=0;18;11,564;50;CB|E=0,CA=1;Ci|E=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
40;economy;a;pmm;D;X|Y=1;19;10,652;50;CA|CB=1;Ci|Cj=1;domain, attr.polarity, diagram, letter.type;c
45;weather;b;ppp;A;Y|X=1,Z=1;0;24,932;75;CB|E=1,CA=1;Ci|E=1,Cj=1;domain, attr.polarity, diagram, letter.type;c
45;weather;b;ppp;F;Y|X=1,Z=0;1;23,036;25;CB|E=0,CA=1;Ci|E=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
45;weather;b;ppp;G;X|Z=0;2;34,1;10;CA|E=0;Ci|E=0;domain, attr.polarity, diagram, letter.type;c
45;weather;b;ppp;C;X|Y=0,Z=1;3;18,908;100;CA|E=1,CB=0;Ci|E=1,Cj=0;domain, attr.polarity, diagram, letter.type;c
45;weather;b;ppp;E;Y|X=0;4;11,86;50;CB|CA=0;Ci|Cj=0;domain, attr.polarity, diagram, letter.type;c
45;weather;b;ppp;J;Z|X=0,Y=1;5;9,66;75;E|CA=0,CB=1;E|Ci=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
45;weather;b;ppp;B;X|Z=1;6;9,668;50;CA|E=1;Ci|E=1;domain, attr.polarity, diagram, letter.type;c
45;weather;b;ppp;E;X|Y=0;7;17,788;50;CA|CB=0;Ci|Cj=0;domain, attr.polarity, diagram, letter.type;c
45;weather;b;ppp;B;Y|Z=1;8;54,204;45;CB|E=1;Ci|E=1;domain, attr.polarity, diagram, letter.type;c
45;weather;b;ppp;F;X|Y=1,Z=0;9;22,412;5;CA|E=0,CB=1;Ci|E=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
45;weather;b;ppp;J;Z|X=1,Y=0;10;7,62;80;E|CA=1,CB=0;E|Ci=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
45;weather;b;ppp;H;Y|X=0,Z=0;11;17,804;25;CB|E=0,CA=0;Ci|E=0,Cj=0;domain, attr.polarity, diagram, letter.type;c
45;weather;b;ppp;A;X|Y=1,Z=1;12;12,892;65;CA|E=1,CB=1;Ci|E=1,Cj=1;domain, attr.polarity, diagram, letter.type;c
45;weather;b;ppp;K;Z|X=1,Y=1;13;7,484;100;E|CA=1,CB=1;E|CA=1,CB=1;domain, attr.polarity, diagram, letter.type;c
45;weather;b;ppp;G;Y|Z=0;14;13,876;25;CB|E=0;Ci|E=0;domain, attr.polarity, diagram, letter.type;c
45;weather;b;ppp;D;X|Y=1;15;16,02;50;CA|CB=1;Ci|Cj=1;domain, attr.polarity, diagram, letter.type;c
45;weather;b;ppp;D;Y|X=1;16;4,876;50;CB|CA=1;Ci|Cj=1;domain, attr.polarity, diagram, letter.type;c
45;weather;b;ppp;C;Y|X=0,Z=1;17;8,643;95;CB|E=1,CA=0;Ci|E=1,Cj=0;domain, attr.polarity, diagram, letter.type;c
45;weather;b;ppp;H;X|Y=0,Z=0;18;20,828;10;CA|E=0,CB=0;Ci|E=0,Cj=0;domain, attr.polarity, diagram, letter.type;c
45;weather;b;ppp;I;Z|X=0,Y=0;19;12,204;0;E|CA=0,CB=0;E|CA=0,CB=0;domain, attr.polarity, diagram, letter.type;c
46;economy;b;mmp;G;Y|Z=0;0;21,972;20;CB|E=0;Ci|E=0;domain, attr.polarity, diagram, letter.type;c
46;economy;b;mmp;H;Y|X=0,Z=0;1;10,915;5;CB|E=0,CA=0;Ci|E=0,Cj=0;domain, attr.polarity, diagram, letter.type;c
46;economy;b;mmp;G;X|Z=0;2;8,748;25;CA|E=0;Ci|E=0;domain, attr.polarity, diagram, letter.type;c
46;economy;b;mmp;A;X|Y=1,Z=1;3;13,611;70;CA|E=1,CB=1;Ci|E=1,Cj=1;domain, attr.polarity, diagram, letter.type;c
46;economy;b;mmp;C;X|Y=0,Z=1;4;5,764;95;CA|E=1,CB=0;Ci|E=1,Cj=0;domain, attr.polarity, diagram, letter.type;c
46;economy;b;mmp;B;Y|Z=1;5;8,62;75;CB|E=1;Ci|E=1;domain, attr.polarity, diagram, letter.type;c
46;economy;b;mmp;F;Y|X=1,Z=0;6;22,156;5;CB|E=0,CA=1;Ci|E=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
46;economy;b;mmp;D;X|Y=1;7;14,18;50;CA|CB=1;Ci|Cj=1;domain, attr.polarity, diagram, letter.type;c
46;economy;b;mmp;J;Z|X=0,Y=1;8;9,54;75;E|CA=0,CB=1;E|Ci=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
46;economy;b;mmp;F;X|Y=1,Z=0;9;9,707;5;CA|E=0,CB=1;Ci|E=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
46;economy;b;mmp;E;X|Y=0;10;6,708;50;CA|CB=0;Ci|Cj=0;domain, attr.polarity, diagram, letter.type;c
46;economy;b;mmp;B;X|Z=1;11;7,004;75;CA|E=1;Ci|E=1;domain, attr.polarity, diagram, letter.type;c
46;economy;b;mmp;H;X|Y=0,Z=0;12;8,78;5;CA|E=0,CB=0;Ci|E=0,Cj=0;domain, attr.polarity, diagram, letter.type;c
46;economy;b;mmp;A;Y|X=1,Z=1;13;17,595;70;CB|E=1,CA=1;Ci|E=1,Cj=1;domain, attr.polarity, diagram, letter.type;c
46;economy;b;mmp;C;Y|X=0,Z=1;14;5,732;95;CB|E=1,CA=0;Ci|E=1,Cj=0;domain, attr.polarity, diagram, letter.type;c
46;economy;b;mmp;K;Z|X=1,Y=1;15;37,788;95;E|CA=1,CB=1;E|CA=1,CB=1;domain, attr.polarity, diagram, letter.type;c
46;economy;b;mmp;D;Y|X=1;16;11,012;50;CB|CA=1;Ci|Cj=1;domain, attr.polarity, diagram, letter.type;c
46;economy;b;mmp;E;Y|X=0;17;3,428;50;CB|CA=0;Ci|Cj=0;domain, attr.polarity, diagram, letter.type;c
46;economy;b;mmp;J;Z|X=1,Y=0;18;7,747;75;E|CA=1,CB=0;E|Ci=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
46;economy;b;mmp;I;Z|X=0,Y=0;19;9,819;5;E|CA=0,CB=0;E|CA=0,CB=0;domain, attr.polarity, diagram, letter.type;c
53;weather;a;mpm;I;Z|X=0,Y=0;0;6,147;0;E|CA=0,CB=0;E|CA=0,CB=0;domain, attr.polarity, diagram, letter.type;c
53;weather;a;mpm;C;Y|X=0,Z=1;1;4,859;100;CB|E=1,CA=0;Ci|E=1,Cj=0;domain, attr.polarity, diagram, letter.type;c
53;weather;a;mpm;D;X|Y=1;2;30,26;75;CA|CB=1;Ci|Cj=1;domain, attr.polarity, diagram, letter.type;c
53;weather;a;mpm;K;Z|X=1,Y=1;3;3,148;100;E|CA=1,CB=1;E|CA=1,CB=1;domain, attr.polarity, diagram, letter.type;c
53;weather;a;mpm;B;X|Z=1;4;48,133;30;CA|E=1;Ci|E=1;domain, attr.polarity, diagram, letter.type;c
53;weather;a;mpm;B;Y|Z=1;5;7,748;30;CB|E=1;Ci|E=1;domain, attr.polarity, diagram, letter.type;c
53;weather;a;mpm;A;Y|X=1,Z=1;6;53,261;50;CB|E=1,CA=1;Ci|E=1,Cj=1;domain, attr.polarity, diagram, letter.type;c
53;weather;a;mpm;G;X|Z=0;7;18,196;10;CA|E=0;Ci|E=0;domain, attr.polarity, diagram, letter.type;c
53;weather;a;mpm;H;X|Y=0,Z=0;8;12,084;0;CA|E=0,CB=0;Ci|E=0,Cj=0;domain, attr.polarity, diagram, letter.type;c
53;weather;a;mpm;A;X|Y=1,Z=1;9;20,988;50;CA|E=1,CB=1;Ci|E=1,Cj=1;domain, attr.polarity, diagram, letter.type;c
53;weather;a;mpm;F;Y|X=1,Z=0;10;6,548;0;CB|E=0,CA=1;Ci|E=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
53;weather;a;mpm;E;X|Y=0;11;20,348;30;CA|CB=0;Ci|Cj=0;domain, attr.polarity, diagram, letter.type;c
53;weather;a;mpm;E;Y|X=0;12;5,291;30;CB|CA=0;Ci|Cj=0;domain, attr.polarity, diagram, letter.type;c
53;weather;a;mpm;D;Y|X=1;13;16,436;75;CB|CA=1;Ci|Cj=1;domain, attr.polarity, diagram, letter.type;c
53;weather;a;mpm;G;Y|Z=0;14;9,956;10;CB|E=0;Ci|E=0;domain, attr.polarity, diagram, letter.type;c
53;weather;a;mpm;C;X|Y=0,Z=1;15;4,9;100;CA|E=1,CB=0;Ci|E=1,Cj=0;domain, attr.polarity, diagram, letter.type;c
53;weather;a;mpm;J;Z|X=1,Y=0;16;6,932;100;E|CA=1,CB=0;E|Ci=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
53;weather;a;mpm;F;X|Y=1,Z=0;17;5,939;0;CA|E=0,CB=1;Ci|E=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
53;weather;a;mpm;J;Z|X=0,Y=1;18;3,42;100;E|CA=0,CB=1;E|Ci=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
53;weather;a;mpm;H;Y|X=0,Z=0;19;4,348;0;CB|E=0,CA=0;Ci|E=0,Cj=0;domain, attr.polarity, diagram, letter.type;c
56;weather;a;pmm;D;X|Y=1;0;120,91;50;CA|CB=1;Ci|Cj=1;domain, attr.polarity, diagram, letter.type;c
56;weather;a;pmm;D;Y|X=1;1;41,74;70;CB|CA=1;Ci|Cj=1;domain, attr.polarity, diagram, letter.type;c
56;weather;a;pmm;I;Z|X=0,Y=0;2;5,772;30;E|CA=0,CB=0;E|CA=0,CB=0;domain, attr.polarity, diagram, letter.type;c
56;weather;a;pmm;B;X|Z=1;3;22,148;85;CA|E=1;Ci|E=1;domain, attr.polarity, diagram, letter.type;c
56;weather;a;pmm;F;Y|X=1,Z=0;4;7,46;30;CB|E=0,CA=1;Ci|E=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
56;weather;a;pmm;F;X|Y=1,Z=0;5;7,324;50;CA|E=0,CB=1;Ci|E=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
56;weather;a;pmm;A;Y|X=1,Z=1;6;5,78;75;CB|E=1,CA=1;Ci|E=1,Cj=1;domain, attr.polarity, diagram, letter.type;c
56;weather;a;pmm;J;Z|X=1,Y=0;7;8,62;75;E|CA=1,CB=0;E|Ci=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
56;weather;a;pmm;C;Y|X=0,Z=1;8;4,644;95;CB|E=1,CA=0;Ci|E=1,Cj=0;domain, attr.polarity, diagram, letter.type;c
56;weather;a;pmm;H;X|Y=0,Z=0;9;3,62;60;CA|E=0,CB=0;Ci|E=0,Cj=0;domain, attr.polarity, diagram, letter.type;c
56;weather;a;pmm;E;X|Y=0;10;6,78;60;CA|CB=0;Ci|Cj=0;domain, attr.polarity, diagram, letter.type;c
56;weather;a;pmm;A;X|Y=1,Z=1;11;4,212;70;CA|E=1,CB=1;Ci|E=1,Cj=1;domain, attr.polarity, diagram, letter.type;c
56;weather;a;pmm;E;Y|X=0;12;4,54;55;CB|CA=0;Ci|Cj=0;domain, attr.polarity, diagram, letter.type;c
56;weather;a;pmm;H;Y|X=0,Z=0;13;4,212;50;CB|E=0,CA=0;Ci|E=0,Cj=0;domain, attr.polarity, diagram, letter.type;c
56;weather;a;pmm;G;Y|Z=0;14;1,787;50;CB|E=0;Ci|E=0;domain, attr.polarity, diagram, letter.type;c
