s;domain;diagram;attr.polarity;letter.type;study.type;trial;rt;y;type;aggr.type;betw.factors;task
84;economy;a;mmp;E;Y|X=0;4;5,62;30;CB|CA=0;Ci|Cj=0;domain, attr.polarity, diagram, letter.type;c
84;economy;a;mmp;G;Y|Z=0;5;4,3;30;CB|E=0;Ci|E=0;domain, attr.polarity, diagram, letter.type;c
84;economy;a;mmp;F;Y|X=1,Z=0;6;10,843;5;CB|E=0,CA=1;Ci|E=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
84;economy;a;mmp;B;Y|Z=1;7;6,244;50;CB|E=1;Ci|E=1;domain, attr.polarity, diagram, letter.type;c
84;economy;a;mmp;E;X|Y=0;8;5,788;20;CA|CB=0;Ci|Cj=0;domain, attr.polarity, diagram, letter.type;c
84;economy;a;mmp;F;X|Y=1,Z=0;9;4,796;35;CA|E=0,CB=1;Ci|E=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
84;economy;a;mmp;B;X|Z=1;10;5,524;70;CA|E=1;Ci|E=1;domain, attr.polarity, diagram, letter.type;c
84;economy;a;mmp;C;X|Y=0,Z=1;11;2,18;30;CA|E=1,CB=0;Ci|E=1,Cj=0;domain, attr.polarity, diagram, letter.type;c
84;economy;a;mmp;D;Y|X=1;12;4,139;65;CB|CA=1;Ci|Cj=1;domain, attr.polarity, diagram, letter.type;c
84;economy;a;mmp;D;X|Y=1;13;2,756;70;CA|CB=1;Ci|Cj=1;domain, attr.polarity, diagram, letter.type;c
84;economy;a;mmp;C;Y|X=0,Z=1;14;3,203;35;CB|E=1,CA=0;Ci|E=1,Cj=0;domain, attr.polarity, diagram, letter.type;c
84;economy;a;mmp;J;Z|X=1,Y=0;15;3,211;35;E|CA=1,CB=0;E|Ci=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
84;economy;a;mmp;J;Z|X=0,Y=1;16;3,155;30;E|CA=0,CB=1;E|Ci=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
84;economy;a;mmp;H;Y|X=0,Z=0;17;3,077;35;CB|E=0,CA=0;Ci|E=0,Cj=0;domain, attr.polarity, diagram, letter.type;c
84;economy;a;mmp;A;X|Y=1,Z=1;18;4,188;100;CA|E=1,CB=1;Ci|E=1,Cj=1;domain, attr.polarity, diagram, letter.type;c
84;economy;a;mmp;I;Z|X=0,Y=0;19;3,826;35;E|CA=0,CB=0;E|CA=0,CB=0;domain, attr.polarity, diagram, letter.type;c
88;society;b;ppp;E;X|Y=0;0;13,962;70;CA|CB=0;Ci|Cj=0;domain, attr.polarity, diagram, letter.type;c
88;society;b;ppp;G;Y|Z=0;1;8,674;65;CB|E=0;Ci|E=0;domain, attr.polarity, diagram, letter.type;c
88;society;b;ppp;K;Z|X=1,Y=1;2;5,632;90;E|CA=1,CB=1;E|CA=1,CB=1;domain, attr.polarity, diagram, letter.type;c
88;society;b;ppp;H;X|Y=0,Z=0;3;11,586;40;CA|E=0,CB=0;Ci|E=0,Cj=0;domain, attr.polarity, diagram, letter.type;c
88;society;b;ppp;J;Z|X=0,Y=1;4;9,386;65;E|CA=0,CB=1;E|Ci=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
88;society;b;ppp;H;Y|X=0,Z=0;5;9,394;65;CB|E=0,CA=0;Ci|E=0,Cj=0;domain, attr.polarity, diagram, letter.type;c
88;society;b;ppp;A;Y|X=1,Z=1;6;6,13;25;CB|E=1,CA=1;Ci|E=1,Cj=1;domain, attr.polarity, diagram, letter.type;c
88;society;b;ppp;C;X|Y=0,Z=1;7;10,25;70;CA|E=1,CB=0;Ci|E=1,Cj=0;domain, attr.polarity, diagram, letter.type;c
88;society;b;ppp;B;X|Z=1;8;7,218;95;CA|E=1;Ci|E=1;domain, attr.polarity, diagram, letter.type;c
88;society;b;ppp;D;X|Y=1;9;13,547;75;CA|CB=1;Ci|Cj=1;domain, attr.polarity, diagram, letter.type;c
88;society;b;ppp;G;X|Z=0;10;5,306;50;CA|E=0;Ci|E=0;domain, attr.polarity, diagram, letter.type;c
88;society;b;ppp;F;X|Y=1,Z=0;11;7,178;60;CA|E=0,CB=1;Ci|E=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
88;society;b;ppp;A;X|Y=1,Z=1;12;5,538;85;CA|E=1,CB=1;Ci|E=1,Cj=1;domain, attr.polarity, diagram, letter.type;c
88;society;b;ppp;B;Y|Z=1;13;13,546;20;CB|E=1;Ci|E=1;domain, attr.polarity, diagram, letter.type;c
88;society;b;ppp;D;Y|X=1;14;7,018;20;CB|CA=1;Ci|Cj=1;domain, attr.polarity, diagram, letter.type;c
88;society;b;ppp;C;Y|X=0,Z=1;15;7,298;20;CB|E=1,CA=0;Ci|E=1,Cj=0;domain, attr.polarity, diagram, letter.type;c
88;society;b;ppp;I;Z|X=0,Y=0;16;4,832;75;E|CA=0,CB=0;E|CA=0,CB=0;domain, attr.polarity, diagram, letter.type;c
88;society;b;ppp;E;Y|X=0;17;6,954;25;CB|CA=0;Ci|Cj=0;domain, attr.polarity, diagram, letter.type;c
88;society;b;ppp;J;Z|X=1,Y=0;18;5,81;90;E|CA=1,CB=0;E|Ci=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
88;society;b;ppp;F;Y|X=1,Z=0;19;4,954;70;CB|E=0,CA=1;Ci|E=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
94;economy;b;mpm;E;X|Y=0;0;17,245;20;CA|CB=0;Ci|Cj=0;domain, attr.polarity, diagram, letter.type;c
94;economy;b;mpm;C;Y|X=0,Z=1;1;6,627;30;CB|E=1,CA=0;Ci|E=1,Cj=0;domain, attr.polarity, diagram, letter.type;c
94;economy;b;mpm;B;X|Z=1;2;5,416;30;CA|E=1;Ci|E=1;domain, attr.polarity, diagram, letter.type;c
94;economy;b;mpm;J;Z|X=1,Y=0;3;11,331;90;E|CA=1,CB=0;E|Ci=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
94;economy;b;mpm;B;Y|Z=1;4;4,96;25;CB|E=1;Ci|E=1;domain, attr.polarity, diagram, letter.type;c
94;economy;b;mpm;H;X|Y=0,Z=0;5;8,784;25;CA|E=0,CB=0;Ci|E=0,Cj=0;domain, attr.polarity, diagram, letter.type;c
94;economy;b;mpm;F;Y|X=1,Z=0;6;4,498;20;CB|E=0,CA=1;Ci|E=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
94;economy;b;mpm;K;Z|X=1,Y=1;7;9,154;90;E|CA=1,CB=1;E|CA=1,CB=1;domain, attr.polarity, diagram, letter.type;c
94;economy;b;mpm;I;Z|X=0,Y=0;8;5,595;35;E|CA=0,CB=0;E|CA=0,CB=0;domain, attr.polarity, diagram, letter.type;c
94;economy;b;mpm;A;Y|X=1,Z=1;9;12,747;70;CB|E=1,CA=1;Ci|E=1,Cj=1;domain, attr.polarity, diagram, letter.type;c
94;economy;b;mpm;J;Z|X=0,Y=1;10;4,45;60;E|CA=0,CB=1;E|Ci=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
94;economy;b;mpm;F;X|Y=1,Z=0;11;3,578;30;CA|E=0,CB=1;Ci|E=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
94;economy;b;mpm;G;Y|Z=0;12;3,586;35;CB|E=0;Ci|E=0;domain, attr.polarity, diagram, letter.type;c
94;economy;b;mpm;A;X|Y=1,Z=1;13;5,666;60;CA|E=1,CB=1;Ci|E=1,Cj=1;domain, attr.polarity, diagram, letter.type;c
94;economy;b;mpm;G;X|Z=0;14;7,339;25;CA|E=0;Ci|E=0;domain, attr.polarity, diagram, letter.type;c
94;economy;b;mpm;E;Y|X=0;15;9,403;35;CB|CA=0;Ci|Cj=0;domain, attr.polarity, diagram, letter.type;c
94;economy;b;mpm;H;Y|X=0,Z=0;16;3,474;30;CB|E=0,CA=0;Ci|E=0,Cj=0;domain, attr.polarity, diagram, letter.type;c
94;economy;b;mpm;D;Y|X=1;17;7,283;65;CB|CA=1;Ci|Cj=1;domain, attr.polarity, diagram, letter.type;c
94;economy;b;mpm;C;X|Y=0,Z=1;18;5,554;75;CA|E=1,CB=0;Ci|E=1,Cj=0;domain, attr.polarity, diagram, letter.type;c
94;economy;b;mpm;D;X|Y=1;19;3,618;60;CA|CB=1;Ci|Cj=1;domain, attr.polarity, diagram, letter.type;c
97;weather;b;ppp;F;X|Y=1,Z=0;0;34,341;15;CA|E=0,CB=1;Ci|E=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
97;weather;b;ppp;E;X|Y=0;1;14,349;50;CA|CB=0;Ci|Cj=0;domain, attr.polarity, diagram, letter.type;c
97;weather;b;ppp;B;X|Z=1;2;40,884;65;CA|E=1;Ci|E=1;domain, attr.polarity, diagram, letter.type;c
97;weather;b;ppp;A;X|Y=1,Z=1;3;16,549;50;CA|E=1,CB=1;Ci|E=1,Cj=1;domain, attr.polarity, diagram, letter.type;c
97;weather;b;ppp;G;X|Z=0;4;19,429;50;CA|E=0;Ci|E=0;domain, attr.polarity, diagram, letter.type;c
97;weather;b;ppp;C;X|Y=0,Z=1;5;23,629;70;CA|E=1,CB=0;Ci|E=1,Cj=0;domain, attr.polarity, diagram, letter.type;c
97;weather;b;ppp;B;Y|Z=1;6;30,781;35;CB|E=1;Ci|E=1;domain, attr.polarity, diagram, letter.type;c
97;weather;b;ppp;K;Z|X=1,Y=1;7;18,133;90;E|CA=1,CB=1;E|CA=1,CB=1;domain, attr.polarity, diagram, letter.type;c
97;weather;b;ppp;J;Z|X=1,Y=0;8;27,301;60;E|CA=1,CB=0;E|Ci=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
97;weather;b;ppp;C;Y|X=0,Z=1;9;14,845;60;CB|E=1,CA=0;Ci|E=1,Cj=0;domain, attr.polarity, diagram, letter.type;c
97;weather;b;ppp;A;Y|X=1,Z=1;10;13,421;50;CB|E=1,CA=1;Ci|E=1,Cj=1;domain, attr.polarity, diagram, letter.type;c
97;weather;b;ppp;H;X|Y=0,Z=0;11;19,117;15;CA|E=0,CB=0;Ci|E=0,Cj=0;domain, attr.polarity, diagram, letter.type;c
97;weather;b;ppp;F;Y|X=1,Z=0;12;14,421;10;CB|E=0,CA=1;Ci|E=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
97;weather;b;ppp;I;Z|X=0,Y=0;13;18,869;30;E|CA=0,CB=0;E|CA=0,CB=0;domain, attr.polarity, diagram, letter.type;c
97;weather;b;ppp;D;Y|X=1;14;10,173;50;CB|CA=1;Ci|Cj=1;domain, attr.polarity, diagram, letter.type;c
97;weather;b;ppp;J;Z|X=0,Y=1;15;31,693;65;E|CA=0,CB=1;E|Ci=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
97;weather;b;ppp;G;Y|Z=0;16;35,949;10;CB|E=0;Ci|E=0;domain, attr.polarity, diagram, letter.type;c
97;weather;b;ppp;H;Y|X=0,Z=0;17;23,101;5;CB|E=0,CA=0;Ci|E=0,Cj=0;domain, attr.polarity, diagram, letter.type;c
97;weather;b;ppp;D;X|Y=1;18;15,277;75;CA|CB=1;Ci|Cj=1;domain, attr.polarity, diagram, letter.type;c
97;weather;b;ppp;E;Y|X=0;19;6,781;50;CB|CA=0;Ci|Cj=0;domain, attr.polarity, diagram, letter.type;c
99;society;b;mpm;K;Z|X=1,Y=1;0;9,341;100;E|CA=1,CB=1;E|CA=1,CB=1;domain, attr.polarity, diagram, letter.type;c
99;society;b;mpm;D;Y|X=1;1;16,357;50;CB|CA=1;Ci|Cj=1;domain, attr.polarity, diagram, letter.type;c
99;society;b;mpm;B;X|Z=1;2;2,47;50;CA|E=1;Ci|E=1;domain, attr.polarity, diagram, letter.type;c
99;society;b;mpm;J;Z|X=0,Y=1;3;5,333;100;E|CA=0,CB=1;E|Ci=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
99;society;b;mpm;B;Y|Z=1;4;15,053;50;CB|E=1;Ci|E=1;domain, attr.polarity, diagram, letter.type;c
99;society;b;mpm;H;Y|X=0,Z=0;5;25,029;0;CB|E=0,CA=0;Ci|E=0,Cj=0;domain, attr.polarity, diagram, letter.type;c
99;society;b;mpm;F;X|Y=1,Z=0;6;7,157;0;CA|E=0,CB=1;Ci|E=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
99;society;b;mpm;J;Z|X=1,Y=0;7;13,861;50;E|CA=1,CB=0;E|Ci=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
99;society;b;mpm;I;Z|X=0,Y=0;8;14,029;0;E|CA=0,CB=0;E|CA=0,CB=0;domain, attr.polarity, diagram, letter.type;c
99;society;b;mpm;F;Y|X=1,Z=0;9;9,854;0;CB|E=0,CA=1;Ci|E=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
99;society;b;mpm;A;Y|X=1,Z=1;10;8,294;50;CB|E=1,CA=1;Ci|E=1,Cj=1;domain, attr.polarity, diagram, letter.type;c
99;society;b;mpm;A;X|Y=1,Z=1;11;4,166;50;CA|E=1,CB=1;Ci|E=1,Cj=1;domain, attr.polarity, diagram, letter.type;c
99;society;b;mpm;E;Y|X=0;12;22,037;50;CB|CA=0;Ci|Cj=0;domain, attr.polarity, diagram, letter.type;c
99;society;b;mpm;G;X|Z=0;13;8,285;50;CA|E=0;Ci|E=0;domain, attr.polarity, diagram, letter.type;c
99;society;b;mpm;C;Y|X=0,Z=1;14;7,861;100;CB|E=1,CA=0;Ci|E=1,Cj=0;domain, attr.polarity, diagram, letter.type;c
99;society;b;mpm;E;X|Y=0;15;5,533;50;CA|CB=0;Ci|Cj=0;domain, attr.polarity, diagram, letter.type;c
99;society;b;mpm;C;X|Y=0,Z=1;16;4,27;100;CA|E=1,CB=0;Ci|E=1,Cj=0;domain, attr.polarity, diagram, letter.type;c
99;society;b;mpm;D;X|Y=1;17;4,166;50;CA|CB=1;Ci|Cj=1;domain, attr.polarity, diagram, letter.type;c
99;society;b;mpm;G;Y|Z=0;18;4,854;50;CB|E=0;Ci|E=0;domain, attr.polarity, diagram, letter.type;c
99;society;b;mpm;H;X|Y=0,Z=0;19;5,358;50;CA|E=0,CB=0;Ci|E=0,Cj=0;domain, attr.polarity, diagram, letter.type;c
100;economy;a;mpm;I;Z|X=0,Y=0;0;21,696;15;E|CA=0,CB=0;E|CA=0,CB=0;domain, attr.polarity, diagram, letter.type;c
100;economy;a;mpm;J;Z|X=1,Y=0;1;10,483;70;E|CA=1,CB=0;E|Ci=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
100;economy;a;mpm;C;Y|X=0,Z=1;2;10,627;90;CB|E=1,CA=0;Ci|E=1,Cj=0;domain, attr.polarity, diagram, letter.type;c
100;economy;a;mpm;E;Y|X=0;3;17,667;50;CB|CA=0;Ci|Cj=0;domain, attr.polarity, diagram, letter.type;c
100;economy;a;mpm;G;Y|Z=0;4;10,283;15;CB|E=0;Ci|E=0;domain, attr.polarity, diagram, letter.type;c
100;economy;a;mpm;J;Z|X=0,Y=1;5;9,914;60;E|CA=0,CB=1;E|Ci=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
100;economy;a;mpm;A;X|Y=1,Z=1;6;9,971;90;CA|E=1,CB=1;Ci|E=1,Cj=1;domain, attr.polarity, diagram, letter.type;c
100;economy;a;mpm;F;Y|X=1,Z=0;7;7,304;60;CB|E=0,CA=1;Ci|E=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
100;economy;a;mpm;K;Z|X=1,Y=1;8;10,392;95;E|CA=1,CB=1;E|CA=1,CB=1;domain, attr.polarity, diagram, letter.type;c
100;economy;a;mpm;E;X|Y=0;9;5,131;50;CA|CB=0;Ci|Cj=0;domain, attr.polarity, diagram, letter.type;c
100;economy;a;mpm;G;X|Z=0;10;6,154;40;CA|E=0;Ci|E=0;domain, attr.polarity, diagram, letter.type;c
100;economy;a;mpm;F;X|Y=1,Z=0;11;5,13;65;CA|E=0,CB=1;Ci|E=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
100;economy;a;mpm;D;Y|X=1;12;10,97;50;CB|CA=1;Ci|Cj=1;domain, attr.polarity, diagram, letter.type;c
100;economy;a;mpm;B;X|Z=1;13;4,4;70;CA|E=1;Ci|E=1;domain, attr.polarity, diagram, letter.type;c
100;economy;a;mpm;D;X|Y=1;14;7,091;50;CA|CB=1;Ci|Cj=1;domain, attr.polarity, diagram, letter.type;c
100;economy;a;mpm;C;X|Y=0,Z=1;15;5,202;85;CA|E=1,CB=0;Ci|E=1,Cj=0;domain, attr.polarity, diagram, letter.type;c
100;economy;a;mpm;B;Y|Z=1;16;10,219;80;CB|E=1;Ci|E=1;domain, attr.polarity, diagram, letter.type;c
100;economy;a;mpm;H;X|Y=0,Z=0;17;8,203;5;CA|E=0,CB=0;Ci|E=0,Cj=0;domain, attr.polarity, diagram, letter.type;c
100;economy;a;mpm;A;Y|X=1,Z=1;18;8,155;60;CB|E=1,CA=1;Ci|E=1,Cj=1;domain, attr.polarity, diagram, letter.type;c
100;economy;a;mpm;H;Y|X=0,Z=0;19;5,531;15;CB|E=0,CA=0;Ci|E=0,Cj=0;domain, attr.polarity, diagram, letter.type;c
101;weather;a;pmm;E;X|Y=0;0;60,441;50;CA|CB=0;Ci|Cj=0;domain, attr.polarity, diagram, letter.type;c
101;weather;a;pmm;F;X|Y=1,Z=0;1;26,136;0;CA|E=0,CB=1;Ci|E=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
101;weather;a;pmm;D;Y|X=1;2;14,474;50;CB|CA=1;Ci|Cj=1;domain, attr.polarity, diagram, letter.type;c
101;weather;a;pmm;A;Y|X=1,Z=1;3;26,85;50;CB|E=1,CA=1;Ci|E=1,Cj=1;domain, attr.polarity, diagram, letter.type;c
101;weather;a;pmm;H;X|Y=0,Z=0;4;0,025;50;CA|E=0,CB=0;Ci|E=0,Cj=0;domain, attr.polarity, diagram, letter.type;c
101;weather;a;pmm;A;X|Y=1,Z=1;5;6,959;50;CA|E=1,CB=1;Ci|E=1,Cj=1;domain, attr.polarity, diagram, letter.type;c
101;weather;a;pmm;G;Y|Z=0;6;10,946;25;CB|E=0;Ci|E=0;domain, attr.polarity, diagram, letter.type;c
101;weather;a;pmm;B;X|Z=1;7;7,722;25;CA|E=1;Ci|E=1;domain, attr.polarity, diagram, letter.type;c
101;weather;a;pmm;B;Y|Z=1;8;5,546;50;CB|E=1;Ci|E=1;domain, attr.polarity, diagram, letter.type;c
101;weather;a;pmm;C;X|Y=0,Z=1;9;11,778;100;CA|E=1,CB=0;Ci|E=1,Cj=0;domain, attr.polarity, diagram, letter.type;c
101;weather;a;pmm;C;Y|X=0,Z=1;10;5,602;100;CB|E=1,CA=0;Ci|E=1,Cj=0;domain, attr.polarity, diagram, letter.type;c
101;weather;a;pmm;E;Y|X=0;11;8,843;50;CB|CA=0;Ci|Cj=0;domain, attr.polarity, diagram, letter.type;c
101;weather;a;pmm;J;Z|X=0,Y=1;12;22,235;50;E|CA=0,CB=1;E|Ci=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
101;weather;a;pmm;J;Z|X=1,Y=0;13;2,546;50;E|CA=1,CB=0;E|Ci=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
101;weather;a;pmm;G;X|Z=0;14;4,57;50;CA|E=0;Ci|E=0;domain, attr.polarity, diagram, letter.type;c
101;weather;a;pmm;I;Z|X=0,Y=0;15;26,33;10;E|CA=0,CB=0;E|CA=0,CB=0;domain, attr.polarity, diagram, letter.type;c
101;weather;a;pmm;F;Y|X=1,Z=0;16;14,779;0;CB|E=0,CA=1;Ci|E=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
101;weather;a;pmm;H;Y|X=0,Z=0;17;4,802;50;CB|E=0,CA=0;Ci|E=0,Cj=0;domain, attr.polarity, diagram, letter.type;c
101;weather;a;pmm;K;Z|X=1,Y=1;18;5,218;100;E|CA=1,CB=1;E|CA=1,CB=1;domain, attr.polarity, diagram, letter.type;c
101;weather;a;pmm;D;X|Y=1;19;3,92;50;CA|CB=1;Ci|Cj=1;domain, attr.polarity, diagram, letter.type;c
107;society;a;mmp;H;Y|X=0,Z=0;0;42,72;50;CB|E=0,CA=0;Ci|E=0,Cj=0;domain, attr.polarity, diagram, letter.type;c
107;society;a;mmp;C;X|Y=0,Z=1;1;11,36;70;CA|E=1,CB=0;Ci|E=1,Cj=0;domain, attr.polarity, diagram, letter.type;c
107;society;a;mmp;C;Y|X=0,Z=1;2;22,762;80;CB|E=1,CA=0;Ci|E=1,Cj=0;domain, attr.polarity, diagram, letter.type;c
107;society;a;mmp;F;X|Y=1,Z=0;3;10,962;35;CA|E=0,CB=1;Ci|E=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
107;society;a;mmp;G;Y|Z=0;4;75,913;60;CB|E=0;Ci|E=0;domain, attr.polarity, diagram, letter.type;c
107;society;a;mmp;I;Z|X=0,Y=0;5;36,995;40;E|CA=0,CB=0;E|CA=0,CB=0;domain, attr.polarity, diagram, letter.type;c
107;society;a;mmp;J;Z|X=1,Y=0;6;20,667;55;E|CA=1,CB=0;E|Ci=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
107;society;a;mmp;H;X|Y=0,Z=0;7;12,826;55;CA|E=0,CB=0;Ci|E=0,Cj=0;domain, attr.polarity, diagram, letter.type;c
107;society;a;mmp;K;Z|X=1,Y=1;8;7,627;100;E|CA=1,CB=1;E|CA=1,CB=1;domain, attr.polarity, diagram, letter.type;c
107;society;a;mmp;E;X|Y=0;9;119,091;55;CA|CB=0;Ci|Cj=0;domain, attr.polarity, diagram, letter.type;c
107;society;a;mmp;E;Y|X=0;10;19,163;40;CB|CA=0;Ci|Cj=0;domain, attr.polarity, diagram, letter.type;c
107;society;a;mmp;G;X|Z=0;11;32,203;45;CA|E=0;Ci|E=0;domain, attr.polarity, diagram, letter.type;c
107;society;a;mmp;B;X|Z=1;12;7,85;75;CA|E=1;Ci|E=1;domain, attr.polarity, diagram, letter.type;c
107;society;a;mmp;F;Y|X=1,Z=0;13;6,85;35;CB|E=0,CA=1;Ci|E=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
107;society;a;mmp;J;Z|X=0,Y=1;14;12,339;65;E|CA=0,CB=1;E|Ci=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
107;society;a;mmp;B;Y|Z=1;15;8,97;85;CB|E=1;Ci|E=1;domain, attr.polarity, diagram, letter.type;c
107;society;a;mmp;A;X|Y=1,Z=1;16;6,61;85;CA|E=1,CB=1;Ci|E=1,Cj=1;domain, attr.polarity, diagram, letter.type;c
107;society;a;mmp;D;Y|X=1;17;15,706;65;CB|CA=1;Ci|Cj=1;domain, attr.polarity, diagram, letter.type;c
107;society;a;mmp;D;X|Y=1;18;10,594;65;CA|CB=1;Ci|Cj=1;domain, attr.polarity, diagram, letter.type;c
107;society;a;mmp;A;Y|X=1,Z=1;19;7,282;85;CB|E=1,CA=1;Ci|E=1,Cj=1;domain, attr.polarity, diagram, letter.type;c
108;society;a;pmm;J;Z|X=1,Y=0;0;11,504;60;E|CA=1,CB=0;E|Ci=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
108;society;a;pmm;I;Z|X=0,Y=0;1;5,634;20;E|CA=0,CB=0;E|CA=0,CB=0;domain, attr.polarity, diagram, letter.type;c
108;society;a;pmm;B;Y|Z=1;2;7,323;50;CB|E=1;Ci|E=1;domain, attr.polarity, diagram, letter.type;c
108;society;a;pmm;D;X|Y=1;3;13,642;15;CA|CB=1;Ci|Cj=1;domain, attr.polarity, diagram, letter.type;c
108;society;a;pmm;K;Z|X=1,Y=1;4;4,194;80;E|CA=1,CB=1;E|CA=1,CB=1;domain, attr.polarity, diagram, letter.type;c
108;society;a;pmm;C;Y|X=0,Z=1;5;13,681;45;CB|E=1,CA=0;Ci|E=1,Cj=0;domain, attr.polarity, diagram, letter.type;c
108;society;a;pmm;E;X|Y=0;6;10,475;55;CA|CB=0;Ci|Cj=0;domain, attr.polarity, diagram, letter.type;c
108;society;a;pmm;G;Y|Z=0;7;6,626;15;CB|E=0;Ci|E=0;domain, attr.polarity, diagram, letter.type;c
108;society;a;pmm;D;Y|X=1;8;9,114;25;CB|CA=1;Ci|Cj=1;domain, attr.polarity, diagram, letter.type;c
108;society;a;pmm;H;Y|X=0,Z=0;9;11,306;15;CB|E=0,CA=0;Ci|E=0,Cj=0;domain, attr.polarity, diagram, letter.type;c
108;society;a;pmm;A;X|Y=1,Z=1;10;7,395;50;CA|E=1,CB=1;Ci|E=1,Cj=1;domain, attr.polarity, diagram, letter.type;c
108;society;a;pmm;F;X|Y=1,Z=0;11;5,258;10;CA|E=0,CB=1;Ci|E=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
108;society;a;pmm;F;Y|X=1,Z=0;12;6,89;5;CB|E=0,CA=1;Ci|E=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
108;society;a;pmm;A;Y|X=1,Z=1;13;4,475;10;CB|E=1,CA=1;Ci|E=1,Cj=1;domain, attr.polarity, diagram, letter.type;c
108;society;a;pmm;H;X|Y=0,Z=0;14;11,416;5;CA|E=0,CB=0;Ci|E=0,Cj=0;domain, attr.polarity, diagram, letter.type;c
108;society;a;pmm;G;X|Z=0;15;4,92;15;CA|E=0;Ci|E=0;domain, attr.polarity, diagram, letter.type;c
108;society;a;pmm;J;Z|X=0,Y=1;16;5,859;70;E|CA=0,CB=1;E|Ci=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
108;society;a;pmm;B;X|Z=1;17;3,722;70;CA|E=1;Ci|E=1;domain, attr.polarity, diagram, letter.type;c
108;society;a;pmm;E;Y|X=0;18;12,24;50;CB|CA=0;Ci|Cj=0;domain, attr.polarity, diagram, letter.type;c
108;society;a;pmm;C;X|Y=0,Z=1;19;24,195;75;CA|E=1,CB=0;Ci|E=1,Cj=0;domain, attr.polarity, diagram, letter.type;c
109;weather;a;ppp;D;Y|X=1;0;5,542;30;CB|CA=1;Ci|Cj=1;domain, attr.polarity, diagram, letter.type;c
109;weather;a;ppp;A;X|Y=1,Z=1;1;4,174;65;CA|E=1,CB=1;Ci|E=1,Cj=1;domain, attr.polarity, diagram, letter.type;c
109;weather;a;ppp;C;X|Y=0,Z=1;2;6,294;30;CA|E=1,CB=0;Ci|E=1,Cj=0;domain, attr.polarity, diagram, letter.type;c
109;weather;a;ppp;D;X|Y=1;3;2,63;30;CA|CB=1;Ci|Cj=1;domain, attr.polarity, diagram, letter.type;c
109;weather;a;ppp;I;Z|X=0,Y=0;4;7,158;65;E|CA=0,CB=0;E|CA=0,CB=0;domain, attr.polarity, diagram, letter.type;c
109;weather;a;ppp;G;Y|Z=0;5;4,357;70;CB|E=0;Ci|E=0;domain, attr.polarity, diagram, letter.type;c
109;weather;a;ppp;J;Z|X=0,Y=1;6;3,942;95;E|CA=0,CB=1;E|Ci=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
109;weather;a;ppp;K;Z|X=1,Y=1;7;2,774;100;E|CA=1,CB=1;E|CA=1,CB=1;domain, attr.polarity, diagram, letter.type;c
109;weather;a;ppp;C;Y|X=0,Z=1;8;7,286;20;CB|E=1,CA=0;Ci|E=1,Cj=0;domain, attr.polarity, diagram, letter.type;c
109;weather;a;ppp;B;Y|Z=1;9;2,43;85;CB|E=1;Ci|E=1;domain, attr.polarity, diagram, letter.type;c
109;weather;a;ppp;H;Y|X=0,Z=0;10;2,358;75;CB|E=0,CA=0;Ci|E=0,Cj=0;domain, attr.polarity, diagram, letter.type;c
109;weather;a;ppp;E;X|Y=0;11;1,118;50;CA|CB=0;Ci|Cj=0;domain, attr.polarity, diagram, letter.type;c
109;weather;a;ppp;H;X|Y=0,Z=0;12;6,446;15;CA|E=0,CB=0;Ci|E=0,Cj=0;domain, attr.polarity, diagram, letter.type;c
