spec_hash,short_spec_hash,friendly_name,link,params_tying,optimizer,lr,epochs,restarts,loss,primary_metric,selection_rule,cv_enabled,timestamp_first_seen
83fcbd926c65b8a410a4669d5b3913f8b8050c69ffcea23096ee94f9df67654d,83fcbd926c65,noisy_or-p3-lbfgs-lr0.1-e300-r10-huber-cv,noisy_or,3,lbfgs,0.1,300,10,huber,aic,best_loss,True,2025-08-29T00:36:56.933914+00:00
c3e94669dde07e9e9ee06a693799386b729207e73bd60a09d4ee289c09e96b90,c3e94669dde0,noisy_or-p4-lbfgs-lr0.1-e300-r10-huber-cv,noisy_or,4,lbfgs,0.1,300,10,huber,aic,best_loss,True,2025-08-29T00:39:32.477535+00:00
